business_date,order_id,item_id,warehouse_id,ship_qty,ship_ts
2025-01-01,ORD_20250101_ITEM_00041,ITEM_00041,WH1,18,2025-01-01 02:02:46.158296
2025-01-01,ORD_20250101_ITEM_00042,ITEM_00042,WH1,12,2025-01-01 13:16:33.350696
2025-01-01,ORD_20250101_ITEM_00043,ITEM_00043,WH1,23,2025-01-01 22:05:46.494637
2025-01-01,ORD_20250101_ITEM_00044,ITEM_00044,WH1,10,2025-01-01 20:58:34.873751
2025-01-01,ORD_20250101_ITEM_00045,ITEM_00045,WH1,30,2025-01-01 07:04:34.121380
2025-01-01,ORD_20250101_ITEM_00046,ITEM_00046,WH1,9,2025-01-01 12:01:41.685136
2025-01-01,ORD_20250101_ITEM_00047,ITEM_00047,WH1,30,2025-01-01 13:01:13.990075
2025-01-01,ORD_20250101_ITEM_00048,ITEM_00048,WH1,10,2025-01-01 21:40:17.824706
2025-01-01,ORD_20250101_ITEM_00049,ITEM_00049,WH1,4,2025-01-01 17:30:40.667109
2025-01-01,ORD_20250101_ITEM_00050,ITEM_00050,WH1,5,2025-01-01 16:29:05.335499
2025-01-01,ORD_20250101_ITEM_00051,ITEM_00051,WH1,17,2025-01-01 06:08:39.943342
2025-01-01,ORD_20250101_ITEM_00052,ITEM_00052,WH1,10,2025-01-01 01:32:00.556459
2025-01-01,ORD_20250101_ITEM_00053,ITEM_00053,WH1,8,2025-01-01 15:19:53.821450
2025-01-01,ORD_20250101_ITEM_00054,ITEM_00054,WH1,32,2025-01-01 07:06:57.648755
2025-01-01,ORD_20250101_ITEM_00055,ITEM_00055,WH1,18,2025-01-01 22:24:09.129418
2025-01-01,ORD_20250101_ITEM_00056,ITEM_00056,WH1,4,2025-01-01 10:49:31.306023
2025-01-01,ORD_20250101_ITEM_00057,ITEM_00057,WH1,24,2025-01-01 07:06:00.181788
2025-01-01,ORD_20250101_ITEM_00058,ITEM_00058,WH1,22,2025-01-01 17:49:21.526259
2025-01-01,ORD_20250101_ITEM_00059,ITEM_00059,WH1,29,2025-01-01 15:46:11.189531
2025-01-01,ORD_20250101_ITEM_00060,ITEM_00060,WH1,4,2025-01-01 05:19:48.475900
2025-01-01,ORD_20250101_ITEM_00061,ITEM_00061,WH1,16,2025-01-01 15:37:28.419526
2025-01-01,ORD_20250101_ITEM_00062,ITEM_00062,WH1,1,2025-01-01 15:42:16.406192
2025-01-01,ORD_20250101_ITEM_00063,ITEM_00063,WH1,33,2025-01-01 05:01:42.352138
2025-01-01,ORD_20250101_ITEM_00064,ITEM_00064,WH1,9,2025-01-01 10:44:35.591304
2025-01-01,ORD_20250101_ITEM_00065,ITEM_00065,WH1,18,2025-01-01 20:36:36.445646
2025-01-01,ORD_20250101_ITEM_00066,ITEM_00066,WH1,18,2025-01-01 01:27:17.364533
2025-01-01,ORD_20250101_ITEM_00067,ITEM_00067,WH1,15,2025-01-01 16:55:11.101139
2025-01-01,ORD_20250101_ITEM_00068,ITEM_00068,WH1,8,2025-01-01 18:05:04.432132
2025-01-01,ORD_20250101_ITEM_00069,ITEM_00069,WH1,3,2025-01-01 10:48:31.533088
2025-01-01,ORD_20250101_ITEM_00070,ITEM_00070,WH1,31,2025-01-01 05:49:36.415927
2025-01-01,ORD_20250101_ITEM_00071,ITEM_00071,WH1,15,2025-01-01 14:43:10.646543
2025-01-01,ORD_20250101_ITEM_00072,ITEM_00072,WH1,5,2025-01-01 09:13:26.095178
2025-01-01,ORD_20250101_ITEM_00073,ITEM_00073,WH1,6,2025-01-01 12:09:02.064378
2025-01-01,ORD_20250101_ITEM_00074,ITEM_00074,WH1,3,2025-01-01 10:10:19.116549
2025-01-01,ORD_20250101_ITEM_00075,ITEM_00075,WH1,21,2025-01-01 21:39:41.722025
2025-01-01,ORD_20250101_ITEM_00076,ITEM_00076,WH1,31,2025-01-01 01:11:25.799527
2025-01-01,ORD_20250101_ITEM_00077,ITEM_00077,WH1,30,2025-01-01 01:39:26.304369
2025-01-01,ORD_20250101_ITEM_00078,ITEM_00078,WH1,9,2025-01-01 07:40:55.756932
2025-01-01,ORD_20250101_ITEM_00079,ITEM_00079,WH1,20,2025-01-01 16:41:12.153507
2025-01-01,ORD_20250101_ITEM_00080,ITEM_00080,WH1,25,2025-01-01 06:51:26.527549
2025-01-01,ORD_20250101_ITEM_00081,ITEM_00081,WH1,20,2025-01-01 22:18:55.429450
2025-01-01,ORD_20250101_ITEM_00082,ITEM_00082,WH1,19,2025-01-01 16:23:56.786269
2025-01-01,ORD_20250101_ITEM_00083,ITEM_00083,WH1,26,2025-01-01 08:09:53.570322
2025-01-01,ORD_20250101_ITEM_00084,ITEM_00084,WH1,16,2025-01-01 14:53:33.395011
2025-01-01,ORD_20250101_ITEM_00085,ITEM_00085,WH1,27,2025-01-01 10:27:38.461213
2025-01-01,ORD_20250101_ITEM_00086,ITEM_00086,WH1,30,2025-01-01 10:40:17.466071
2025-01-01,ORD_20250101_ITEM_00087,ITEM_00087,WH1,27,2025-01-01 09:59:41.719109
2025-01-01,ORD_20250101_ITEM_00088,ITEM_00088,WH1,7,2025-01-01 21:37:05.862757
2025-01-01,ORD_20250101_ITEM_00089,ITEM_00089,WH1,11,2025-01-01 19:05:21.910953
2025-01-01,ORD_20250101_ITEM_00090,ITEM_00090,WH1,25,2025-01-01 14:01:09.626862
2025-01-01,ORD_20250101_ITEM_00091,ITEM_00091,WH1,25,2025-01-01 19:11:19.768353
2025-01-01,ORD_20250101_ITEM_00092,ITEM_00092,WH1,55,2025-01-01 21:53:11.961551
2025-01-01,ORD_20250101_ITEM_00093,ITEM_00093,WH1,13,2025-01-01 18:35:38.645415
2025-01-01,ORD_20250101_ITEM_00094,ITEM_00094,WH1,8,2025-01-01 16:03:29.653843
2025-01-01,ORD_20250101_ITEM_00095,ITEM_00095,WH1,9,2025-01-01 01:04:47.421339
2025-01-01,ORD_20250101_ITEM_00096,ITEM_00096,WH1,4,2025-01-01 15:06:02.582345
2025-01-01,ORD_20250101_ITEM_00097,ITEM_00097,WH1,15,2025-01-01 04:51:45.949672
2025-01-01,ORD_20250101_ITEM_00098,ITEM_00098,WH1,23,2025-01-01 05:11:25.316494
2025-01-01,ORD_20250101_ITEM_00099,ITEM_00099,WH1,35,2025-01-01 01:33:33.082147
2025-01-01,ORD_20250101_ITEM_00100,ITEM_00100,WH1,24,2025-01-01 07:30:06.687809
2025-01-01,ORD_20250101_ITEM_00101,ITEM_00101,WH1,6,2025-01-01 06:48:37.451706
2025-01-01,ORD_20250101_ITEM_00102,ITEM_00102,WH1,29,2025-01-01 14:42:25.497739
2025-01-01,ORD_20250101_ITEM_00103,ITEM_00103,WH1,27,2025-01-01 09:45:47.174814
2025-01-01,ORD_20250101_ITEM_00104,ITEM_00104,WH1,31,2025-01-01 17:24:44.820765
2025-01-01,ORD_20250101_ITEM_00105,ITEM_00105,WH1,24,2025-01-01 12:24:28.526634
2025-01-01,ORD_20250101_ITEM_00106,ITEM_00106,WH1,11,2025-01-01 18:35:05.071761
2025-01-01,ORD_20250101_ITEM_00107,ITEM_00107,WH1,12,2025-01-01 03:07:34.675964
2025-01-01,ORD_20250101_ITEM_00108,ITEM_00108,WH1,27,2025-01-01 12:43:44.499055
2025-01-01,ORD_20250101_ITEM_00109,ITEM_00109,WH1,29,2025-01-01 04:57:59.497005
2025-01-01,ORD_20250101_ITEM_00110,ITEM_00110,WH1,30,2025-01-01 09:30:47.484662
2025-01-01,ORD_20250101_ITEM_00111,ITEM_00111,WH1,6,2025-01-01 11:03:43.113915
2025-01-01,ORD_20250101_ITEM_00112,ITEM_00112,WH1,7,2025-01-01 08:41:36.853547
2025-01-01,ORD_20250101_ITEM_00113,ITEM_00113,WH1,15,2025-01-01 19:12:56.308631
2025-01-01,ORD_20250101_ITEM_00114,ITEM_00114,WH1,24,2025-01-01 21:04:47.515349
2025-01-01,ORD_20250101_ITEM_00115,ITEM_00115,WH1,26,2025-01-01 06:48:39.117979
2025-01-01,ORD_20250101_ITEM_00116,ITEM_00116,WH1,12,2025-01-01 19:34:55.364160
2025-01-01,ORD_20250101_ITEM_00117,ITEM_00117,WH1,10,2025-01-01 14:26:06.499462
2025-01-01,ORD_20250101_ITEM_00118,ITEM_00118,WH1,3,2025-01-01 06:55:02.991576
2025-01-01,ORD_20250101_ITEM_00119,ITEM_00119,WH1,18,2025-01-01 16:39:48.993586
2025-01-01,ORD_20250101_ITEM_00120,ITEM_00120,WH1,16,2025-01-01 07:28:05.748532
2025-01-01,ORD_20250101_ITEM_00121,ITEM_00121,WH1,18,2025-01-01 21:52:39.296678
2025-01-01,ORD_20250101_ITEM_00122,ITEM_00122,WH1,24,2025-01-01 14:15:40.312845
2025-01-01,ORD_20250101_ITEM_00123,ITEM_00123,WH1,28,2025-01-01 20:47:02.229546
2025-01-01,ORD_20250101_ITEM_00124,ITEM_00124,WH1,4,2025-01-01 12:57:11.173989
2025-01-01,ORD_20250101_ITEM_00125,ITEM_00125,WH1,8,2025-01-01 01:36:55.787967
2025-01-01,ORD_20250101_ITEM_00126,ITEM_00126,WH1,17,2025-01-01 21:47:26.439118
2025-01-01,ORD_20250101_ITEM_00127,ITEM_00127,WH1,15,2025-01-01 08:28:33.398453
2025-01-01,ORD_20250101_ITEM_00128,ITEM_00128,WH1,11,2025-01-01 09:14:05.433664
2025-01-01,ORD_20250101_ITEM_00129,ITEM_00129,WH1,24,2025-01-01 07:46:39.884047
2025-01-01,ORD_20250101_ITEM_00130,ITEM_00130,WH1,32,2025-01-01 00:35:14.998867
2025-01-01,ORD_20250101_ITEM_00131,ITEM_00131,WH1,1,2025-01-01 21:56:20.593300
2025-01-01,ORD_20250101_ITEM_00132,ITEM_00132,WH1,18,2025-01-01 15:18:48.470599
2025-01-01,ORD_20250101_ITEM_00133,ITEM_00133,WH1,10,2025-01-01 03:52:50.150582
2025-01-01,ORD_20250101_ITEM_00134,ITEM_00134,WH1,10,2025-01-01 01:44:00.756430
2025-01-01,ORD_20250101_ITEM_00135,ITEM_00135,WH1,27,2025-01-01 18:44:15.820339
2025-01-01,ORD_20250101_ITEM_00136,ITEM_00136,WH1,23,2025-01-01 11:04:45.996720
2025-01-01,ORD_20250101_ITEM_00137,ITEM_00137,WH1,5,2025-01-01 13:47:49.928889
2025-01-01,ORD_20250101_ITEM_00138,ITEM_00138,WH1,26,2025-01-01 17:45:08.268335
2025-01-01,ORD_20250101_ITEM_00139,ITEM_00139,WH1,17,2025-01-01 20:01:45.731645
2025-01-01,ORD_20250101_ITEM_00140,ITEM_00140,WH1,10,2025-01-01 22:02:02.824500
2025-01-01,ORD_20250101_ITEM_00141,ITEM_00141,WH1,19,2025-01-01 22:51:43.768631
2025-01-01,ORD_20250101_ITEM_00142,ITEM_00142,WH1,10,2025-01-01 13:42:51.740313
2025-01-01,ORD_20250101_ITEM_00143,ITEM_00143,WH1,12,2025-01-01 11:34:47.910937
2025-01-01,ORD_20250101_ITEM_00144,ITEM_00144,WH1,17,2025-01-01 17:56:52.189066
2025-01-01,ORD_20250101_ITEM_00145,ITEM_00145,WH1,16,2025-01-01 08:54:22.313670
2025-01-01,ORD_20250101_ITEM_00146,ITEM_00146,WH1,34,2025-01-01 07:22:13.022994
2025-01-01,ORD_20250101_ITEM_00147,ITEM_00147,WH1,31,2025-01-01 08:10:59.400704
2025-01-01,ORD_20250101_ITEM_00148,ITEM_00148,WH1,11,2025-01-01 20:59:04.589854
2025-01-01,ORD_20250101_ITEM_00149,ITEM_00149,WH1,20,2025-01-01 22:26:02.015343
2025-01-01,ORD_20250101_ITEM_00150,ITEM_00150,WH1,33,2025-01-01 07:29:47.946280
2025-01-01,ORD_20250101_ITEM_00151,ITEM_00151,WH1,23,2025-01-01 05:32:07.498169
2025-01-01,ORD_20250101_ITEM_00152,ITEM_00152,WH1,10,2025-01-01 03:23:13.479783
2025-01-01,ORD_20250101_ITEM_00153,ITEM_00153,WH1,30,2025-01-01 10:50:25.034665
2025-01-01,ORD_20250101_ITEM_00154,ITEM_00154,WH1,6,2025-01-01 20:08:17.872498
2025-01-01,ORD_20250101_ITEM_00156,ITEM_00156,WH1,8,2025-01-01 20:53:39.033464
2025-01-01,ORD_20250101_ITEM_00157,ITEM_00157,WH1,26,2025-01-01 13:41:03.406963
2025-01-01,ORD_20250101_ITEM_00158,ITEM_00158,WH1,1,2025-01-01 06:21:14.603346
2025-01-01,ORD_20250101_ITEM_00159,ITEM_00159,WH1,32,2025-01-01 21:28:02.196340
2025-01-01,ORD_20250101_ITEM_00160,ITEM_00160,WH1,33,2025-01-01 15:07:34.975612
2025-01-01,ORD_20250101_ITEM_00161,ITEM_00161,WH1,8,2025-01-01 11:17:24.837558
2025-01-01,ORD_20250101_ITEM_00162,ITEM_00162,WH1,33,2025-01-01 02:30:37.663989
2025-01-01,ORD_20250101_ITEM_00163,ITEM_00163,WH1,26,2025-01-01 21:12:04.049630
2025-01-01,ORD_20250101_ITEM_00164,ITEM_00164,WH1,32,2025-01-01 20:15:07.304394
2025-01-01,ORD_20250101_ITEM_00165,ITEM_00165,WH1,9,2025-01-01 20:12:56.691814
2025-01-01,ORD_20250101_ITEM_00166,ITEM_00166,WH1,12,2025-01-01 20:40:03.207931
2025-01-01,ORD_20250101_ITEM_00167,ITEM_00167,WH1,14,2025-01-01 09:24:25.314487
2025-01-01,ORD_20250101_ITEM_00168,ITEM_00168,WH1,31,2025-01-01 01:09:30.303577
2025-01-01,ORD_20250101_ITEM_00169,ITEM_00169,WH1,8,2025-01-01 13:59:19.962777
2025-01-01,ORD_20250101_ITEM_00170,ITEM_00170,WH1,2,2025-01-01 02:02:03.131797
2025-01-01,ORD_20250101_ITEM_00171,ITEM_00171,WH1,2,2025-01-01 17:24:56.677626
2025-01-01,ORD_20250101_ITEM_00172,ITEM_00172,WH1,9,2025-01-01 18:57:25.098074
2025-01-01,ORD_20250101_ITEM_00173,ITEM_00173,WH1,29,2025-01-01 05:11:28.095531
2025-01-01,ORD_20250101_ITEM_00174,ITEM_00174,WH1,34,2025-01-01 17:41:38.527621
2025-01-01,ORD_20250101_ITEM_00175,ITEM_00175,WH1,11,2025-01-01 08:14:48.846661
2025-01-01,ORD_20250101_ITEM_00176,ITEM_00176,WH1,30,2025-01-01 13:26:22.899459
2025-01-01,ORD_20250101_ITEM_00177,ITEM_00177,WH1,19,2025-01-01 13:09:03.760087
2025-01-01,ORD_20250101_ITEM_00178,ITEM_00178,WH1,8,2025-01-01 17:54:52.221712
2025-01-01,ORD_20250101_ITEM_00179,ITEM_00179,WH1,32,2025-01-01 14:07:21.509772
2025-01-01,ORD_20250101_ITEM_00180,ITEM_00180,WH1,19,2025-01-01 11:57:09.117568
2025-01-01,ORD_20250101_ITEM_00181,ITEM_00181,WH1,34,2025-01-01 10:52:26.555332
2025-01-01,ORD_20250101_ITEM_00182,ITEM_00182,WH1,17,2025-01-01 19:19:35.777349
2025-01-01,ORD_20250101_ITEM_00184,ITEM_00184,WH1,28,2025-01-01 08:34:44.756351
2025-01-01,ORD_20250101_ITEM_00185,ITEM_00185,WH1,26,2025-01-01 16:13:46.254086
2025-01-01,ORD_20250101_ITEM_00186,ITEM_00186,WH1,5,2025-01-01 02:51:17.559439
2025-01-01,ORD_20250101_ITEM_00187,ITEM_00187,WH1,7,2025-01-01 22:00:44.980965
2025-01-01,ORD_20250101_ITEM_00188,ITEM_00188,WH1,31,2025-01-01 09:11:00.506445
2025-01-01,ORD_20250101_ITEM_00189,ITEM_00189,WH1,13,2025-01-01 17:20:35.244808
2025-01-01,ORD_20250101_ITEM_00190,ITEM_00190,WH1,13,2025-01-01 06:44:07.006696
2025-01-01,ORD_20250101_ITEM_00191,ITEM_00191,WH1,29,2025-01-01 15:00:28.946113
2025-01-01,ORD_20250101_ITEM_00192,ITEM_00192,WH1,23,2025-01-01 18:01:32.768851
2025-01-01,ORD_20250101_ITEM_00193,ITEM_00193,WH1,11,2025-01-01 13:12:15.750894
2025-01-01,ORD_20250101_ITEM_00194,ITEM_00194,WH1,8,2025-01-01 06:19:35.986808
2025-01-01,ORD_20250101_ITEM_00195,ITEM_00195,WH1,27,2025-01-01 12:21:03.284297
2025-01-01,ORD_20250101_ITEM_00196,ITEM_00196,WH1,28,2025-01-01 20:19:24.735608
2025-01-01,ORD_20250101_ITEM_00197,ITEM_00197,WH1,19,2025-01-01 12:12:23.071282
2025-01-01,ORD_20250101_ITEM_00198,ITEM_00198,WH1,35,2025-01-01 04:29:15.890022
2025-01-01,ORD_20250101_ITEM_00199,ITEM_00199,WH1,8,2025-01-01 08:21:33.365824
2025-01-01,ORD_20250101_ITEM_00200,ITEM_00200,WH1,30,2025-01-01 22:44:26.070088
2025-01-01,ORD_20250101_ITEM_00201,ITEM_00201,WH1,30,2025-01-01 14:23:01.626171
2025-01-01,ORD_20250101_ITEM_00202,ITEM_00202,WH1,28,2025-01-01 22:54:12.722548
2025-01-01,ORD_20250101_ITEM_00203,ITEM_00203,WH1,8,2025-01-01 06:02:57.238857
2025-01-01,ORD_20250101_ITEM_00204,ITEM_00204,WH1,28,2025-01-01 21:23:33.144736
2025-01-01,ORD_20250101_ITEM_00205,ITEM_00205,WH1,34,2025-01-01 10:55:36.720413
2025-01-01,ORD_20250101_ITEM_00206,ITEM_00206,WH1,30,2025-01-01 00:58:47.640661
2025-01-01,ORD_20250101_ITEM_00207,ITEM_00207,WH1,20,2025-01-01 03:56:51.894476
2025-01-01,ORD_20250101_ITEM_00208,ITEM_00208,WH1,9,2025-01-01 15:17:48.064970
2025-01-01,ORD_20250101_ITEM_00209,ITEM_00209,WH1,31,2025-01-01 04:34:30.268991
2025-01-01,ORD_20250101_ITEM_00210,ITEM_00210,WH1,30,2025-01-01 16:41:16.382153
2025-01-01,ORD_20250101_ITEM_00211,ITEM_00211,WH1,4,2025-01-01 01:17:02.889508
2025-01-01,ORD_20250101_ITEM_00212,ITEM_00212,WH1,15,2025-01-01 19:14:42.079879
2025-01-01,ORD_20250101_ITEM_00213,ITEM_00213,WH1,26,2025-01-01 08:20:41.975591
2025-01-01,ORD_20250101_ITEM_00214,ITEM_00214,WH1,35,2025-01-01 13:53:35.697869
2025-01-01,ORD_20250101_ITEM_00215,ITEM_00215,WH1,24,2025-01-01 09:33:35.318897
2025-01-01,ORD_20250101_ITEM_00216,ITEM_00216,WH1,24,2025-01-01 17:44:35.767541
2025-01-01,ORD_20250101_ITEM_00217,ITEM_00217,WH1,27,2025-01-01 14:31:46.522651
2025-01-01,ORD_20250101_ITEM_00218,ITEM_00218,WH1,8,2025-01-01 06:54:00.598954
2025-01-01,ORD_20250101_ITEM_00219,ITEM_00219,WH1,21,2025-01-01 02:22:15.587837
2025-01-01,ORD_20250101_ITEM_00220,ITEM_00220,WH1,17,2025-01-01 18:06:38.562581
2025-01-01,ORD_20250101_ITEM_00221,ITEM_00221,WH1,13,2025-01-01 18:39:56.660980
2025-01-01,ORD_20250101_ITEM_00222,ITEM_00222,WH1,5,2025-01-01 09:53:19.414333
2025-01-01,ORD_20250101_ITEM_00223,ITEM_00223,WH1,31,2025-01-01 11:23:02.386593
2025-01-01,ORD_20250101_ITEM_00224,ITEM_00224,WH1,10,2025-01-01 07:28:57.518120
2025-01-01,ORD_20250101_ITEM_00225,ITEM_00225,WH1,10,2025-01-01 00:31:42.526447
2025-01-01,ORD_20250101_ITEM_00226,ITEM_00226,WH1,31,2025-01-01 01:06:56.862333
2025-01-01,ORD_20250101_ITEM_00227,ITEM_00227,WH1,10,2025-01-01 08:19:03.116026
2025-01-01,ORD_20250101_ITEM_00228,ITEM_00228,WH1,18,2025-01-01 11:42:22.061691
2025-01-01,ORD_20250101_ITEM_00229,ITEM_00229,WH1,26,2025-01-01 10:04:05.537251
2025-01-01,ORD_20250101_ITEM_00230,ITEM_00230,WH1,32,2025-01-01 10:04:51.843252
2025-01-01,ORD_20250101_ITEM_00231,ITEM_00231,WH1,29,2025-01-01 12:32:23.505358
2025-01-01,ORD_20250101_ITEM_00232,ITEM_00232,WH1,30,2025-01-01 15:16:48.922822
2025-01-01,ORD_20250101_ITEM_00233,ITEM_00233,WH1,30,2025-01-01 22:16:06.136008
2025-01-01,ORD_20250101_ITEM_00234,ITEM_00234,WH1,3,2025-01-01 00:49:24.375752
2025-01-01,ORD_20250101_ITEM_00235,ITEM_00235,WH1,5,2025-01-01 01:59:17.772135
2025-01-01,ORD_20250101_ITEM_00236,ITEM_00236,WH1,12,2025-01-01 14:42:14.899995
2025-01-01,ORD_20250101_ITEM_00237,ITEM_00237,WH1,24,2025-01-01 21:40:28.405001
2025-01-01,ORD_20250101_ITEM_00238,ITEM_00238,WH1,31,2025-01-01 03:54:15.354647
2025-01-01,ORD_20250101_ITEM_00239,ITEM_00239,WH1,16,2025-01-01 10:55:51.766883
2025-01-01,ORD_20250101_ITEM_00240,ITEM_00240,WH1,34,2025-01-01 01:51:40.465169
2025-01-01,ORD_20250101_ITEM_00241,ITEM_00241,WH1,12,2025-01-01 22:02:55.377593
2025-01-01,ORD_20250101_ITEM_00242,ITEM_00242,WH1,30,2025-01-01 07:17:18.291067
2025-01-01,ORD_20250101_ITEM_00243,ITEM_00243,WH1,32,2025-01-01 14:58:17.026489
2025-01-01,ORD_20250101_ITEM_00244,ITEM_00244,WH1,14,2025-01-01 13:01:14.162433
2025-01-01,ORD_20250101_ITEM_00245,ITEM_00245,WH1,24,2025-01-01 14:45:51.977621
2025-01-01,ORD_20250101_ITEM_00246,ITEM_00246,WH1,19,2025-01-01 08:17:46.049411
2025-01-01,ORD_20250101_ITEM_00247,ITEM_00247,WH1,3,2025-01-01 07:07:31.459545
2025-01-01,ORD_20250101_ITEM_00248,ITEM_00248,WH1,27,2025-01-01 11:35:54.860100
2025-01-01,ORD_20250101_ITEM_00249,ITEM_00249,WH1,24,2025-01-01 14:44:28.365978
2025-01-01,ORD_20250101_ITEM_00250,ITEM_00250,WH1,32,2025-01-01 15:24:06.855870
2025-01-01,ORD_20250101_ITEM_00251,ITEM_00251,WH1,4,2025-01-01 21:17:33.104127
2025-01-01,ORD_20250101_ITEM_00252,ITEM_00252,WH1,6,2025-01-01 08:46:54.462128
2025-01-01,ORD_20250101_ITEM_00253,ITEM_00253,WH1,33,2025-01-01 04:40:08.663135
2025-01-01,ORD_20250101_ITEM_00254,ITEM_00254,WH1,29,2025-01-01 04:22:58.304597
2025-01-01,ORD_20250101_ITEM_00255,ITEM_00255,WH1,18,2025-01-01 16:45:35.671675
2025-01-01,ORD_20250101_ITEM_00256,ITEM_00256,WH1,26,2025-01-01 20:03:25.683328
2025-01-01,ORD_20250101_ITEM_00257,ITEM_00257,WH1,25,2025-01-01 09:10:34.959318
2025-01-01,ORD_20250101_ITEM_00258,ITEM_00258,WH1,13,2025-01-01 19:04:59.092561
2025-01-01,ORD_20250101_ITEM_00259,ITEM_00259,WH1,7,2025-01-01 01:01:49.548295
2025-01-01,ORD_20250101_ITEM_00260,ITEM_00260,WH1,2,2025-01-01 05:27:07.897452
2025-01-01,ORD_20250101_ITEM_00261,ITEM_00261,WH1,30,2025-01-01 13:53:08.249965
2025-01-01,ORD_20250101_ITEM_00262,ITEM_00262,WH1,28,2025-01-01 15:12:07.687995
2025-01-01,ORD_20250101_ITEM_00263,ITEM_00263,WH1,21,2025-01-01 08:28:30.093008
2025-01-01,ORD_20250101_ITEM_00264,ITEM_00264,WH1,14,2025-01-01 09:06:57.264959
2025-01-01,ORD_20250101_ITEM_00265,ITEM_00265,WH1,4,2025-01-01 22:49:38.008754
2025-01-01,ORD_20250101_ITEM_00266,ITEM_00266,WH1,8,2025-01-01 17:29:29.608387
