business_date,asn_id,item_id,warehouse_id,received_qty,receipt_ts
2025-01-01,ASN_20250101_ITEM_00063,ITEM_00063,WH1,16,2025-01-01 14:54:47.597825
2025-01-01,ASN_20250101_ITEM_00064,ITEM_00064,WH1,13,2025-01-01 06:54:38.348212
2025-01-01,ASN_20250101_ITEM_00065,ITEM_00065,WH1,1,2025-01-01 14:30:04.784427
2025-01-01,ASN_20250101_ITEM_00066,ITEM_00066,WH1,25,2025-01-01 08:27:45.385887
2025-01-01,ASN_20250101_ITEM_00067,ITEM_00067,WH1,4,2025-01-01 06:54:53.651765
2025-01-01,ASN_20250101_ITEM_00068,ITEM_00068,WH1,19,2025-01-01 06:17:22.953781
2025-01-01,ASN_20250101_ITEM_00069,ITEM_00069,WH1,37,2025-01-01 19:05:45.244557
2025-01-01,ASN_20250101_ITEM_00070,ITEM_00070,WH1,39,2025-01-01 15:25:52.154118
2025-01-01,ASN_20250101_ITEM_00071,ITEM_00071,WH1,28,2025-01-01 18:14:07.856863
2025-01-01,ASN_20250101_ITEM_00072,ITEM_00072,WH1,13,2025-01-01 22:42:58.811078
2025-01-01,ASN_20250101_ITEM_00073,ITEM_00073,WH1,40,2025-01-01 12:56:11.705043
2025-01-01,ASN_20250101_ITEM_00074,ITEM_00074,WH1,22,2025-01-01 02:19:32.818552
2025-01-01,ASN_20250101_ITEM_00075,ITEM_00075,WH1,33,2025-01-01 04:15:39.596678
2025-01-01,ASN_20250101_ITEM_00076,ITEM_00076,WH1,21,2025-01-01 03:58:16.256510
2025-01-01,ASN_20250101_ITEM_00077,ITEM_00077,WH1,27,2025-01-01 02:20:39.087623
2025-01-01,ASN_20250101_ITEM_00078,ITEM_00078,WH1,21,2025-01-01 03:23:50.067079
2025-01-01,ASN_20250101_ITEM_00079,ITEM_00079,WH1,7,2025-01-01 16:23:34.374140
2025-01-01,ASN_20250101_ITEM_00080,ITEM_00080,WH1,29,2025-01-01 20:36:54.201836
2025-01-01,ASN_20250101_ITEM_00081,ITEM_00081,WH1,18,2025-01-01 06:52:45.091804
2025-01-01,ASN_20250101_ITEM_00082,ITEM_00082,WH1,10,2025-01-01 18:04:09.765075
2025-01-01,ASN_20250101_ITEM_00083,ITEM_00083,WH1,18,2025-01-01 01:25:48.669670
2025-01-01,ASN_20250101_ITEM_00084,ITEM_00084,WH1,2,2025-01-01 16:51:55.369236
2025-01-01,ASN_20250101_ITEM_00085,ITEM_00085,WH1,17,2025-01-01 03:01:05.633397
2025-01-01,ASN_20250101_ITEM_00087,ITEM_00087,WH1,10,2025-01-01 17:04:52.174837
2025-01-01,ASN_20250101_ITEM_00088,ITEM_00088,WH1,11,2025-01-01 03:39:27.786567
2025-01-01,ASN_20250101_ITEM_00089,ITEM_00089,WH1,7,2025-01-01 22:10:07.183460
2025-01-01,ASN_20250101_ITEM_00090,ITEM_00090,WH1,40,2025-01-01 00:45:24.728794
2025-01-01,ASN_20250101_ITEM_00091,ITEM_00091,WH1,4,2025-01-01 03:25:32.500829
2025-01-01,ASN_20250101_ITEM_00092,ITEM_00092,WH1,28,2025-01-01 20:14:28.549170
2025-01-01,ASN_20250101_ITEM_00093,ITEM_00093,WH1,15,2025-01-01 09:27:04.714587
2025-01-01,ASN_20250101_ITEM_00094,ITEM_00094,WH1,26,2025-01-01 18:04:59.860151
2025-01-01,ASN_20250101_ITEM_00095,ITEM_00095,WH1,25,2025-01-01 09:04:17.447129
2025-01-01,ASN_20250101_ITEM_00096,ITEM_00096,WH1,15,2025-01-01 07:18:29.461285
2025-01-01,ASN_20250101_ITEM_00097,ITEM_00097,WH1,8,2025-01-01 17:41:01.270849
2025-01-01,ASN_20250101_ITEM_00098,ITEM_00098,WH1,38,2025-01-01 00:52:40.213377
2025-01-01,ASN_20250101_ITEM_00099,ITEM_00099,WH1,21,2025-01-01 07:43:26.527568
2025-01-01,ASN_20250101_ITEM_00100,ITEM_00100,WH1,32,2025-01-01 10:19:20.081742
2025-01-01,ASN_20250101_ITEM_00101,ITEM_00101,WH1,21,2025-01-01 04:46:18.430281
2025-01-01,ASN_20250101_ITEM_00102,ITEM_00102,WH1,8,2025-01-01 09:27:31.862053
2025-01-01,ASN_20250101_ITEM_00103,ITEM_00103,WH1,36,2025-01-01 18:28:47.064762
2025-01-01,ASN_20250101_ITEM_00104,ITEM_00104,WH1,19,2025-01-01 03:34:46.086942
2025-01-01,ASN_20250101_ITEM_00105,ITEM_00105,WH1,12,2025-01-01 10:11:22.616956
2025-01-01,ASN_20250101_ITEM_00107,ITEM_00107,WH1,9,2025-01-01 21:06:37.808656
2025-01-01,ASN_20250101_ITEM_00108,ITEM_00108,WH1,1,2025-01-01 02:06:39.583157
2025-01-01,ASN_20250101_ITEM_00109,ITEM_00109,WH1,25,2025-01-01 13:26:44.081250
2025-01-01,ASN_20250101_ITEM_00110,ITEM_00110,WH1,36,2025-01-01 08:22:32.868329
2025-01-01,ASN_20250101_ITEM_00111,ITEM_00111,WH1,22,2025-01-01 04:29:35.224881
2025-01-01,ASN_20250101_ITEM_00112,ITEM_00112,WH1,4,2025-01-01 13:53:12.083754
2025-01-01,ASN_20250101_ITEM_00113,ITEM_00113,WH1,23,2025-01-01 01:34:26.443500
2025-01-01,ASN_20250101_ITEM_00114,ITEM_00114,WH1,20,2025-01-01 03:11:35.728798
2025-01-01,ASN_20250101_ITEM_00115,ITEM_00115,WH1,39,2025-01-01 13:31:54.730318
2025-01-01,ASN_20250101_ITEM_00116,ITEM_00116,WH1,37,2025-01-01 02:19:24.973427
2025-01-01,ASN_20250101_ITEM_00117,ITEM_00117,WH1,24,2025-01-01 15:36:06.239328
2025-01-01,ASN_20250101_ITEM_00118,ITEM_00118,WH1,19,2025-01-01 12:52:35.799422
2025-01-01,ASN_20250101_ITEM_00119,ITEM_00119,WH1,39,2025-01-01 00:43:37.838106
2025-01-01,ASN_20250101_ITEM_00120,ITEM_00120,WH1,26,2025-01-01 04:00:30.692518
2025-01-01,ASN_20250101_ITEM_00121,ITEM_00121,WH1,6,2025-01-01 09:12:00.223923
2025-01-01,ASN_20250101_ITEM_00122,ITEM_00122,WH1,5,2025-01-01 14:38:10.575328
2025-01-01,ASN_20250101_ITEM_00123,ITEM_00123,WH1,6,2025-01-01 22:26:44.874122
2025-01-01,ASN_20250101_ITEM_00124,ITEM_00124,WH1,4,2025-01-01 05:43:17.816036
2025-01-01,ASN_20250101_ITEM_00125,ITEM_00125,WH1,30,2025-01-01 00:31:35.950871
2025-01-01,ASN_20250101_ITEM_00126,ITEM_00126,WH1,7,2025-01-01 02:14:43.699001
2025-01-01,ASN_20250101_ITEM_00127,ITEM_00127,WH1,17,2025-01-01 21:41:00.151145
2025-01-01,ASN_20250101_ITEM_00128,ITEM_00128,WH1,30,2025-01-01 18:11:01.893550
2025-01-01,ASN_20250101_ITEM_00129,ITEM_00129,WH1,40,2025-01-01 06:00:22.190235
2025-01-01,ASN_20250101_ITEM_00130,ITEM_00130,WH1,35,2025-01-01 16:30:50.945684
2025-01-01,ASN_20250101_ITEM_00131,ITEM_00131,WH1,5,2025-01-01 11:24:37.463118
2025-01-01,ASN_20250101_ITEM_00132,ITEM_00132,WH1,3,2025-01-01 01:05:21.552359
2025-01-01,ASN_20250101_ITEM_00133,ITEM_00133,WH1,10,2025-01-01 12:29:04.640163
2025-01-01,ASN_20250101_ITEM_00134,ITEM_00134,WH1,6,2025-01-01 03:38:35.287602
2025-01-01,ASN_20250101_ITEM_00135,ITEM_00135,WH1,27,2025-01-01 16:39:26.262281
2025-01-01,ASN_20250101_ITEM_00136,ITEM_00136,WH1,32,2025-01-01 00:59:38.095847
2025-01-01,ASN_20250101_ITEM_00137,ITEM_00137,WH1,1,2025-01-01 14:22:53.770047
2025-01-01,ASN_20250101_ITEM_00138,ITEM_00138,WH1,17,2025-01-01 22:10:39.433586
2025-01-01,ASN_20250101_ITEM_00139,ITEM_00139,WH1,26,2025-01-01 16:12:01.132643
2025-01-01,ASN_20250101_ITEM_00140,ITEM_00140,WH1,27,2025-01-01 16:08:37.784556
2025-01-01,ASN_20250101_ITEM_00141,ITEM_00141,WH1,24,2025-01-01 08:05:34.029193
2025-01-01,ASN_20250101_ITEM_00142,ITEM_00142,WH1,4,2025-01-01 21:43:48.247940
2025-01-01,ASN_20250101_ITEM_00143,ITEM_00143,WH1,17,2025-01-01 20:25:53.922423
2025-01-01,ASN_20250101_ITEM_00145,ITEM_00145,WH1,1,2025-01-01 15:24:30.279501
2025-01-01,ASN_20250101_ITEM_00146,ITEM_00146,WH1,20,2025-01-01 17:53:37.640698
2025-01-01,ASN_20250101_ITEM_00147,ITEM_00147,WH1,32,2025-01-01 03:38:56.473807
2025-01-01,ASN_20250101_ITEM_00148,ITEM_00148,WH1,26,2025-01-01 03:04:07.584009
2025-01-01,ASN_20250101_ITEM_00149,ITEM_00149,WH1,18,2025-01-01 13:27:12.211453
2025-01-01,ASN_20250101_ITEM_00150,ITEM_00150,WH1,35,2025-01-01 16:39:28.403372
2025-01-01,ASN_20250101_ITEM_00151,ITEM_00151,WH1,31,2025-01-01 16:20:11.821213
2025-01-01,ASN_20250101_ITEM_00152,ITEM_00152,WH1,32,2025-01-01 07:03:55.259473
2025-01-01,ASN_20250101_ITEM_00153,ITEM_00153,WH1,13,2025-01-01 05:27:22.612252
2025-01-01,ASN_20250101_ITEM_00154,ITEM_00154,WH1,26,2025-01-01 15:58:20.141450
2025-01-01,ASN_20250101_ITEM_00155,ITEM_00155,WH1,26,2025-01-01 02:25:56.240039
2025-01-01,ASN_20250101_ITEM_00156,ITEM_00156,WH1,36,2025-01-01 01:07:38.938190
2025-01-01,ASN_20250101_ITEM_00157,ITEM_00157,WH1,26,2025-01-01 03:11:38.673599
2025-01-01,ASN_20250101_ITEM_00158,ITEM_00158,WH1,5,2025-01-01 05:02:31.984109
2025-01-01,ASN_20250101_ITEM_00160,ITEM_00160,WH1,36,2025-01-01 04:05:51.228313
2025-01-01,ASN_20250101_ITEM_00161,ITEM_00161,WH1,40,2025-01-01 09:25:44.294705
2025-01-01,ASN_20250101_ITEM_00162,ITEM_00162,WH1,35,2025-01-01 05:35:57.676204
2025-01-01,ASN_20250101_ITEM_00163,ITEM_00163,WH1,10,2025-01-01 15:44:48.715291
2025-01-01,ASN_20250101_ITEM_00164,ITEM_00164,WH1,5,2025-01-01 17:21:13.351239
2025-01-01,ASN_20250101_ITEM_00165,ITEM_00165,WH1,9,2025-01-01 05:53:58.416226
2025-01-01,ASN_20250101_ITEM_00166,ITEM_00166,WH1,40,2025-01-01 18:52:39.231018
2025-01-01,ASN_20250101_ITEM_00167,ITEM_00167,WH1,22,2025-01-01 04:37:38.122405
2025-01-01,ASN_20250101_ITEM_00169,ITEM_00169,WH1,17,2025-01-01 07:45:28.229103
2025-01-01,ASN_20250101_ITEM_00170,ITEM_00170,WH1,30,2025-01-01 02:44:43.691957
2025-01-01,ASN_20250101_ITEM_00171,ITEM_00171,WH1,3,2025-01-01 13:13:21.002537
2025-01-01,ASN_20250101_ITEM_00172,ITEM_00172,WH1,35,2025-01-01 15:13:32.916729
2025-01-01,ASN_20250101_ITEM_00173,ITEM_00173,WH1,38,2025-01-01 00:50:15.009767
2025-01-01,ASN_20250101_ITEM_00174,ITEM_00174,WH1,38,2025-01-01 08:42:16.559831
2025-01-01,ASN_20250101_ITEM_00175,ITEM_00175,WH1,19,2025-01-01 08:02:04.708976
2025-01-01,ASN_20250101_ITEM_00176,ITEM_00176,WH1,2,2025-01-01 17:24:32.365242
2025-01-01,ASN_20250101_ITEM_00177,ITEM_00177,WH1,1,2025-01-01 22:59:58.782546
2025-01-01,ASN_20250101_ITEM_00178,ITEM_00178,WH1,32,2025-01-01 13:50:00.053832
2025-01-01,ASN_20250101_ITEM_00179,ITEM_00179,WH1,34,2025-01-01 09:19:46.130429
2025-01-01,ASN_20250101_ITEM_00180,ITEM_00180,WH1,21,2025-01-01 18:27:07.214122
2025-01-01,ASN_20250101_ITEM_00181,ITEM_00181,WH1,1,2025-01-01 09:01:29.417484
2025-01-01,ASN_20250101_ITEM_00182,ITEM_00182,WH1,30,2025-01-01 18:17:09.471476
2025-01-01,ASN_20250101_ITEM_00184,ITEM_00184,WH1,40,2025-01-01 17:03:08.732906
2025-01-01,ASN_20250101_ITEM_00185,ITEM_00185,WH1,31,2025-01-01 02:23:22.618043
2025-01-01,ASN_20250101_ITEM_00186,ITEM_00186,WH1,13,2025-01-01 08:51:55.238976
2025-01-01,ASN_20250101_ITEM_00188,ITEM_00188,WH1,20,2025-01-01 01:12:49.818534
2025-01-01,ASN_20250101_ITEM_00189,ITEM_00189,WH1,33,2025-01-01 04:36:09.955332
2025-01-01,ASN_20250101_ITEM_00190,ITEM_00190,WH1,31,2025-01-01 05:29:50.046569
2025-01-01,ASN_20250101_ITEM_00191,ITEM_00191,WH1,38,2025-01-01 07:02:24.420026
2025-01-01,ASN_20250101_ITEM_00192,ITEM_00192,WH1,1,2025-01-01 16:22:13.842400
2025-01-01,ASN_20250101_ITEM_00193,ITEM_00193,WH1,37,2025-01-01 05:35:45.514393
2025-01-01,ASN_20250101_ITEM_00194,ITEM_00194,WH1,36,2025-01-01 02:47:37.561208
2025-01-01,ASN_20250101_ITEM_00195,ITEM_00195,WH1,18,2025-01-01 22:22:03.701140
2025-01-01,ASN_20250101_ITEM_00196,ITEM_00196,WH1,21,2025-01-01 03:12:41.331331
2025-01-01,ASN_20250101_ITEM_00197,ITEM_00197,WH1,27,2025-01-01 09:36:54.799499
2025-01-01,ASN_20250101_ITEM_00198,ITEM_00198,WH1,30,2025-01-01 17:20:40.914389
2025-01-01,ASN_20250101_ITEM_00199,ITEM_00199,WH1,27,2025-01-01 22:58:16.690829
2025-01-01,ASN_20250101_ITEM_00200,ITEM_00200,WH1,31,2025-01-01 17:59:01.460826
2025-01-01,ASN_20250101_ITEM_00201,ITEM_00201,WH1,40,2025-01-01 06:43:16.694771
2025-01-01,ASN_20250101_ITEM_00202,ITEM_00202,WH1,2,2025-01-01 09:48:10.208175
2025-01-01,ASN_20250101_ITEM_00203,ITEM_00203,WH1,14,2025-01-01 00:59:34.311215
2025-01-01,ASN_20250101_ITEM_00204,ITEM_00204,WH1,20,2025-01-01 12:15:38.635331
2025-01-01,ASN_20250101_ITEM_00205,ITEM_00205,WH1,4,2025-01-01 07:46:23.455649
2025-01-01,ASN_20250101_ITEM_00206,ITEM_00206,WH1,10,2025-01-01 14:35:25.541324
2025-01-01,ASN_20250101_ITEM_00207,ITEM_00207,WH1,37,2025-01-01 03:14:14.559978
2025-01-01,ASN_20250101_ITEM_00208,ITEM_00208,WH1,15,2025-01-01 09:21:21.309206
2025-01-01,ASN_20250101_ITEM_00209,ITEM_00209,WH1,17,2025-01-01 13:18:50.440547
2025-01-01,ASN_20250101_ITEM_00210,ITEM_00210,WH1,1,2025-01-01 07:01:55.446850
2025-01-01,ASN_20250101_ITEM_00211,ITEM_00211,WH1,20,2025-01-01 08:13:36.311743
2025-01-01,ASN_20250101_ITEM_00212,ITEM_00212,WH1,12,2025-01-01 16:50:31.092068
2025-01-01,ASN_20250101_ITEM_00213,ITEM_00213,WH1,14,2025-01-01 10:15:30.251393
2025-01-01,ASN_20250101_ITEM_00215,ITEM_00215,WH1,7,2025-01-01 00:36:05.264506
2025-01-01,ASN_20250101_ITEM_00216,ITEM_00216,WH1,34,2025-01-01 19:52:33.926172
2025-01-01,ASN_20250101_ITEM_00217,ITEM_00217,WH1,24,2025-01-01 21:48:32.283467
2025-01-01,ASN_20250101_ITEM_00218,ITEM_00218,WH1,15,2025-01-01 03:25:18.124902
2025-01-01,ASN_20250101_ITEM_00219,ITEM_00219,WH1,9,2025-01-01 17:02:39.814567
2025-01-01,ASN_20250101_ITEM_00220,ITEM_00220,WH1,33,2025-01-01 09:42:05.683371
2025-01-01,ASN_20250101_ITEM_00221,ITEM_00221,WH1,40,2025-01-01 21:36:09.576650
2025-01-01,ASN_20250101_ITEM_00222,ITEM_00222,WH1,12,2025-01-01 05:00:35.568512
2025-01-01,ASN_20250101_ITEM_00223,ITEM_00223,WH1,12,2025-01-01 13:11:16.669231
2025-01-01,ASN_20250101_ITEM_00224,ITEM_00224,WH1,13,2025-01-01 09:34:39.450321
2025-01-01,ASN_20250101_ITEM_00225,ITEM_00225,WH1,18,2025-01-01 15:07:19.038279
2025-01-01,ASN_20250101_ITEM_00226,ITEM_00226,WH1,8,2025-01-01 00:48:22.807695
2025-01-01,ASN_20250101_ITEM_00227,ITEM_00227,WH1,15,2025-01-01 09:26:07.234118
2025-01-01,ASN_20250101_ITEM_00228,ITEM_00228,WH1,34,2025-01-01 14:32:09.626950
2025-01-01,ASN_20250101_ITEM_00229,ITEM_00229,WH1,34,2025-01-01 08:42:04.000553
2025-01-01,ASN_20250101_ITEM_00230,ITEM_00230,WH1,29,2025-01-01 02:28:45.982784
2025-01-01,ASN_20250101_ITEM_00231,ITEM_00231,WH1,2,2025-01-01 18:22:54.224400
2025-01-01,ASN_20250101_ITEM_00232,ITEM_00232,WH1,18,2025-01-01 18:27:21.163728
2025-01-01,ASN_20250101_ITEM_00233,ITEM_00233,WH1,5,2025-01-01 12:53:46.175920
2025-01-01,ASN_20250101_ITEM_00234,ITEM_00234,WH1,3,2025-01-01 19:07:21.458989
2025-01-01,ASN_20250101_ITEM_00235,ITEM_00235,WH1,16,2025-01-01 16:43:33.771417
2025-01-01,ASN_20250101_ITEM_00236,ITEM_00236,WH1,13,2025-01-01 06:15:47.402935
2025-01-01,ASN_20250101_ITEM_00237,ITEM_00237,WH1,36,2025-01-01 21:50:45.695594
2025-01-01,ASN_20250101_ITEM_00238,ITEM_00238,WH1,14,2025-01-01 04:19:32.490758
2025-01-01,ASN_20250101_ITEM_00239,ITEM_00239,WH1,30,2025-01-01 10:33:03.830358
2025-01-01,ASN_20250101_ITEM_00240,ITEM_00240,WH1,25,2025-01-01 20:56:04.933432
2025-01-01,ASN_20250101_ITEM_00241,ITEM_00241,WH1,1,2025-01-01 17:39:02.130358
2025-01-01,ASN_20250101_ITEM_00242,ITEM_00242,WH1,7,2025-01-01 04:12:26.905133
2025-01-01,ASN_20250101_ITEM_00243,ITEM_00243,WH1,5,2025-01-01 19:35:25.098668
2025-01-01,ASN_20250101_ITEM_00244,ITEM_00244,WH1,8,2025-01-01 21:06:32.229708
2025-01-01,ASN_20250101_ITEM_00245,ITEM_00245,WH1,36,2025-01-01 08:10:38.048099
2025-01-01,ASN_20250101_ITEM_00246,ITEM_00246,WH1,21,2025-01-01 01:20:25.534130
2025-01-01,ASN_20250101_ITEM_00247,ITEM_00247,WH1,9,2025-01-01 11:12:16.693043
2025-01-01,ASN_20250101_ITEM_00248,ITEM_00248,WH1,31,2025-01-01 19:04:32.111034
2025-01-01,ASN_20250101_ITEM_00249,ITEM_00249,WH1,5,2025-01-01 12:21:50.383361
2025-01-01,ASN_20250101_ITEM_00250,ITEM_00250,WH1,31,2025-01-01 14:39:35.710270
2025-01-01,ASN_20250101_ITEM_00251,ITEM_00251,WH1,14,2025-01-01 02:47:49.558173
2025-01-01,ASN_20250101_ITEM_00253,ITEM_00253,WH1,38,2025-01-01 10:16:21.059188
2025-01-01,ASN_20250101_ITEM_00254,ITEM_00254,WH1,31,2025-01-01 16:07:43.799614
2025-01-01,ASN_20250101_ITEM_00255,ITEM_00255,WH1,39,2025-01-01 01:20:16.173402
2025-01-01,ASN_20250101_ITEM_00256,ITEM_00256,WH1,29,2025-01-01 16:39:35.566950
2025-01-01,ASN_20250101_ITEM_00257,ITEM_00257,WH1,3,2025-01-01 16:55:54.523011
2025-01-01,ASN_20250101_ITEM_00258,ITEM_00258,WH1,26,2025-01-01 12:28:55.368689
2025-01-01,ASN_20250101_ITEM_00259,ITEM_00259,WH1,19,2025-01-01 15:32:42.326827
2025-01-01,ASN_20250101_ITEM_00260,ITEM_00260,WH1,30,2025-01-01 12:17:15.311159
2025-01-01,ASN_20250101_ITEM_00261,ITEM_00261,WH1,37,2025-01-01 04:07:04.407948
2025-01-01,ASN_20250101_ITEM_00262,ITEM_00262,WH1,24,2025-01-01 19:16:15.772729
2025-01-01,ASN_20250101_ITEM_00263,ITEM_00263,WH1,30,2025-01-01 18:32:51.916679
2025-01-01,ASN_20250101_ITEM_00264,ITEM_00264,WH1,17,2025-01-01 12:08:49.932347
2025-01-01,ASN_20250101_ITEM_00265,ITEM_00265,WH1,24,2025-01-01 08:19:46.801530
2025-01-01,ASN_20250101_ITEM_00266,ITEM_00266,WH1,16,2025-01-01 03:48:35.459139
2025-01-01,ASN_20250101_ITEM_00267,ITEM_00267,WH1,40,2025-01-01 02:52:24.139637
2025-01-01,ASN_20250101_ITEM_00268,ITEM_00268,WH1,27,2025-01-01 00:21:53.270681
2025-01-01,ASN_20250101_ITEM_00269,ITEM_00269,WH1,20,2025-01-01 17:43:50.163570
2025-01-01,ASN_20250101_ITEM_00270,ITEM_00270,WH1,30,2025-01-01 20:04:59.927888
2025-01-01,ASN_20250101_ITEM_00271,ITEM_00271,WH1,6,2025-01-01 02:21:06.888723
2025-01-01,ASN_20250101_ITEM_00272,ITEM_00272,WH1,38,2025-01-01 20:21:45.364144
