snapshot_date,item_id,warehouse_id,location_id,lpn_id,quantity_on_hand,last_updated_ts
2025-01-01,ITEM_00333,WH1,LOC_0076,LPN_100039,1,2025-01-01 00:00:00
2025-01-01,ITEM_00434,WH1,LOC_0013,LPN_100040,42,2025-01-01 00:00:00
2025-01-01,ITEM_00418,WH1,LOC_0105,LPN_100041,38,2025-01-01 00:00:00
2025-01-01,ITEM_00040,WH1,LOC_0104,LPN_100042,47,2025-01-01 00:00:00
2025-01-01,ITEM_00303,WH1,LOC_0025,LPN_100043,13,2025-01-01 00:00:00
2025-01-01,ITEM_00152,WH1,LOC_0030,LPN_100044,35,2025-01-01 00:00:00
2025-01-01,ITEM_00419,WH1,LOC_0107,LPN_100045,37,2025-01-01 00:00:00
2025-01-01,ITEM_00176,WH1,LOC_0001,LPN_100046,15,2025-01-01 00:00:00
2025-01-01,ITEM_00003,WH1,LOC_0071,LPN_100047,23,2025-01-01 00:00:00
2025-01-01,ITEM_00392,WH1,LOC_0058,LPN_100048,34,2025-01-01 00:00:00
2025-01-01,ITEM_00827,WH1,LOC_0023,LPN_100049,6,2025-01-01 00:00:00
2025-01-01,ITEM_00538,WH1,LOC_0033,LPN_100050,9,2025-01-01 00:00:00
2025-01-01,ITEM_00733,WH1,LOC_0119,LPN_100051,30,2025-01-01 00:00:00
2025-01-01,ITEM_00508,WH1,LOC_0056,LPN_100052,2,2025-01-01 00:00:00
2025-01-01,ITEM_00194,WH1,LOC_0081,LPN_100053,21,2025-01-01 00:00:00
2025-01-01,ITEM_00751,WH1,LOC_0101,LPN_100054,29,2025-01-01 00:00:00
2025-01-01,ITEM_00783,WH1,LOC_0078,LPN_100055,37,2025-01-01 00:00:00
2025-01-01,ITEM_00932,WH1,LOC_0036,LPN_100056,36,2025-01-01 00:00:00
2025-01-01,ITEM_00571,WH1,LOC_0076,LPN_100057,42,2025-01-01 00:00:00
2025-01-01,ITEM_00780,WH1,LOC_0020,LPN_100058,3,2025-01-01 00:00:00
2025-01-01,ITEM_00305,WH1,LOC_0078,LPN_100059,15,2025-01-01 00:00:00
2025-01-01,ITEM_00210,WH1,LOC_0059,LPN_100060,19,2025-01-01 00:00:00
2025-01-01,ITEM_00601,WH1,LOC_0113,LPN_100061,18,2025-01-01 00:00:00
2025-01-01,ITEM_00037,WH1,LOC_0055,LPN_100062,37,2025-01-01 00:00:00
2025-01-01,ITEM_00409,WH1,LOC_0046,LPN_100063,37,2025-01-01 00:00:00
2025-01-01,ITEM_00323,WH1,LOC_0036,LPN_100064,46,2025-01-01 00:00:00
2025-01-01,ITEM_00851,WH1,LOC_0107,LPN_100065,37,2025-01-01 00:00:00
2025-01-01,ITEM_00637,WH1,LOC_0094,LPN_100066,12,2025-01-01 00:00:00
2025-01-01,ITEM_00082,WH1,LOC_0049,LPN_100067,23,2025-01-01 00:00:00
2025-01-01,ITEM_00841,WH1,LOC_0116,LPN_100068,23,2025-01-01 00:00:00
2025-01-01,ITEM_00979,WH1,LOC_0023,LPN_100069,50,2025-01-01 00:00:00
2025-01-01,ITEM_00351,WH1,LOC_0031,LPN_100070,11,2025-01-01 00:00:00
2025-01-01,ITEM_00620,WH1,LOC_0062,LPN_100071,33,2025-01-01 00:00:00
2025-01-01,ITEM_00248,WH1,LOC_0075,LPN_100072,20,2025-01-01 00:00:00
2025-01-01,ITEM_00350,WH1,LOC_0104,LPN_100073,6,2025-01-01 00:00:00
2025-01-01,ITEM_00671,WH1,LOC_0092,LPN_100074,3,2025-01-01 00:00:00
2025-01-01,ITEM_00347,WH1,LOC_0034,LPN_100075,24,2025-01-01 00:00:00
2025-01-01,ITEM_00562,WH1,LOC_0089,LPN_100076,39,2025-01-01 00:00:00
2025-01-01,ITEM_00616,WH1,LOC_0074,LPN_100077,50,2025-01-01 00:00:00
2025-01-01,ITEM_00100,WH1,LOC_0025,LPN_100078,19,2025-01-01 00:00:00
2025-01-01,ITEM_00892,WH1,LOC_0071,LPN_100079,31,2025-01-01 00:00:00
2025-01-01,ITEM_00472,WH1,LOC_0086,LPN_100080,28,2025-01-01 00:00:00
2025-01-01,ITEM_00051,WH1,LOC_0017,LPN_100081,6,2025-01-01 00:00:00
2025-01-01,ITEM_00342,WH1,LOC_0065,LPN_100082,14,2025-01-01 00:00:00
2025-01-01,ITEM_00166,WH1,LOC_0058,LPN_100083,10,2025-01-01 00:00:00
2025-01-01,ITEM_00779,WH1,LOC_0103,LPN_100084,31,2025-01-01 00:00:00
2025-01-01,ITEM_00388,WH1,LOC_0060,LPN_100085,9,2025-01-01 00:00:00
2025-01-01,ITEM_00912,WH1,LOC_0082,LPN_100086,46,2025-01-01 00:00:00
2025-01-01,ITEM_00444,WH1,LOC_0085,LPN_100087,37,2025-01-01 00:00:00
2025-01-01,ITEM_00802,WH1,LOC_0046,LPN_100088,12,2025-01-01 00:00:00
2025-01-01,ITEM_00558,WH1,LOC_0023,LPN_100089,7,2025-01-01 00:00:00
2025-01-01,ITEM_00314,WH1,LOC_0089,LPN_100090,20,2025-01-01 00:00:00
2025-01-01,ITEM_00575,WH1,LOC_0008,LPN_100091,50,2025-01-01 00:00:00
2025-01-01,ITEM_00958,WH1,LOC_0028,LPN_100092,43,2025-01-01 00:00:00
2025-01-01,ITEM_00511,WH1,LOC_0047,LPN_100093,16,2025-01-01 00:00:00
2025-01-01,ITEM_00074,WH1,LOC_0110,LPN_100094,34,2025-01-01 00:00:00
2025-01-01,ITEM_00939,WH1,LOC_0119,LPN_100095,20,2025-01-01 00:00:00
2025-01-01,ITEM_00704,WH1,LOC_0059,LPN_100096,29,2025-01-01 00:00:00
2025-01-01,ITEM_00646,WH1,LOC_0007,LPN_100097,42,2025-01-01 00:00:00
2025-01-01,ITEM_00199,WH1,LOC_0067,LPN_100098,4,2025-01-01 00:00:00
2025-01-01,ITEM_00877,WH1,LOC_0011,LPN_100099,30,2025-01-01 00:00:00
2025-01-01,ITEM_00387,WH1,LOC_0089,LPN_100100,30,2025-01-01 00:00:00
2025-01-01,ITEM_00948,WH1,LOC_0058,LPN_100101,49,2025-01-01 00:00:00
2025-01-01,ITEM_00823,WH1,LOC_0096,LPN_100102,13,2025-01-01 00:00:00
2025-01-01,ITEM_00705,WH1,LOC_0109,LPN_100103,20,2025-01-01 00:00:00
2025-01-01,ITEM_00241,WH1,LOC_0056,LPN_100104,38,2025-01-01 00:00:00
2025-01-01,ITEM_00666,WH1,LOC_0059,LPN_100105,38,2025-01-01 00:00:00
2025-01-01,ITEM_00973,WH1,LOC_0111,LPN_100106,40,2025-01-01 00:00:00
2025-01-01,ITEM_00924,WH1,LOC_0071,LPN_100107,40,2025-01-01 00:00:00
2025-01-01,ITEM_00896,WH1,LOC_0065,LPN_100108,7,2025-01-01 00:00:00
2025-01-01,ITEM_00642,WH1,LOC_0009,LPN_100109,7,2025-01-01 00:00:00
2025-01-01,ITEM_00107,WH1,LOC_0030,LPN_100110,22,2025-01-01 00:00:00
2025-01-01,ITEM_00753,WH1,LOC_0035,LPN_100111,6,2025-01-01 00:00:00
2025-01-01,ITEM_00891,WH1,LOC_0011,LPN_100112,45,2025-01-01 00:00:00
2025-01-01,ITEM_00784,WH1,LOC_0091,LPN_100113,25,2025-01-01 00:00:00
2025-01-01,ITEM_00111,WH1,LOC_0099,LPN_100114,19,2025-01-01 00:00:00
2025-01-01,ITEM_00690,WH1,LOC_0109,LPN_100115,13,2025-01-01 00:00:00
2025-01-01,ITEM_00014,WH1,LOC_0034,LPN_100116,30,2025-01-01 00:00:00
2025-01-01,ITEM_00515,WH1,LOC_0106,LPN_100117,27,2025-01-01 00:00:00
2025-01-01,ITEM_00721,WH1,LOC_0108,LPN_100118,9,2025-01-01 00:00:00
2025-01-01,ITEM_00281,WH1,LOC_0010,LPN_100119,27,2025-01-01 00:00:00
2025-01-01,ITEM_00831,WH1,LOC_0041,LPN_100120,43,2025-01-01 00:00:00
2025-01-01,ITEM_00736,WH1,LOC_0014,LPN_100121,32,2025-01-01 00:00:00
2025-01-01,ITEM_00455,WH1,LOC_0046,LPN_100122,15,2025-01-01 00:00:00
2025-01-01,ITEM_00249,WH1,LOC_0048,LPN_100123,29,2025-01-01 00:00:00
2025-01-01,ITEM_00572,WH1,LOC_0067,LPN_100124,12,2025-01-01 00:00:00
2025-01-01,ITEM_00468,WH1,LOC_0001,LPN_100125,49,2025-01-01 00:00:00
2025-01-01,ITEM_00651,WH1,LOC_0120,LPN_100126,43,2025-01-01 00:00:00
2025-01-01,ITEM_00385,WH1,LOC_0069,LPN_100127,38,2025-01-01 00:00:00
2025-01-01,ITEM_00572,WH1,LOC_0103,LPN_100128,27,2025-01-01 00:00:00
2025-01-01,ITEM_00280,WH1,LOC_0114,LPN_100129,14,2025-01-01 00:00:00
2025-01-01,ITEM_00358,WH1,LOC_0012,LPN_100130,9,2025-01-01 00:00:00
2025-01-01,ITEM_00140,WH1,LOC_0057,LPN_100131,17,2025-01-01 00:00:00
2025-01-01,ITEM_00920,WH1,LOC_0078,LPN_100132,5,2025-01-01 00:00:00
2025-01-01,ITEM_00182,WH1,LOC_0089,LPN_100133,49,2025-01-01 00:00:00
2025-01-01,ITEM_00601,WH1,LOC_0098,LPN_100134,13,2025-01-01 00:00:00
2025-01-01,ITEM_00598,WH1,LOC_0053,LPN_100135,19,2025-01-01 00:00:00
2025-01-01,ITEM_00580,WH1,LOC_0091,LPN_100136,13,2025-01-01 00:00:00
2025-01-01,ITEM_00754,WH1,LOC_0092,LPN_100137,7,2025-01-01 00:00:00
2025-01-01,ITEM_00997,WH1,LOC_0104,LPN_100138,22,2025-01-01 00:00:00
2025-01-01,ITEM_00618,WH1,LOC_0053,LPN_100139,32,2025-01-01 00:00:00
2025-01-01,ITEM_00434,WH1,LOC_0058,LPN_100140,25,2025-01-01 00:00:00
2025-01-01,ITEM_00756,WH1,LOC_0038,LPN_100141,26,2025-01-01 00:00:00
2025-01-01,ITEM_00478,WH1,LOC_0066,LPN_100142,11,2025-01-01 00:00:00
2025-01-01,ITEM_00308,WH1,LOC_0072,LPN_100143,21,2025-01-01 00:00:00
2025-01-01,ITEM_00757,WH1,LOC_0101,LPN_100144,46,2025-01-01 00:00:00
2025-01-01,ITEM_00732,WH1,LOC_0043,LPN_100145,23,2025-01-01 00:00:00
2025-01-01,ITEM_00846,WH1,LOC_0077,LPN_100146,11,2025-01-01 00:00:00
2025-01-01,ITEM_00656,WH1,LOC_0071,LPN_100147,31,2025-01-01 00:00:00
2025-01-01,ITEM_00737,WH1,LOC_0045,LPN_100148,42,2025-01-01 00:00:00
2025-01-01,ITEM_00130,WH1,LOC_0104,LPN_100149,34,2025-01-01 00:00:00
2025-01-01,ITEM_00811,WH1,LOC_0075,LPN_100150,11,2025-01-01 00:00:00
2025-01-01,ITEM_00744,WH1,LOC_0092,LPN_100151,23,2025-01-01 00:00:00
2025-01-01,ITEM_00675,WH1,LOC_0081,LPN_100152,43,2025-01-01 00:00:00
2025-01-01,ITEM_00571,WH1,LOC_0102,LPN_100153,45,2025-01-01 00:00:00
2025-01-01,ITEM_00132,WH1,LOC_0056,LPN_100154,14,2025-01-01 00:00:00
2025-01-01,ITEM_00806,WH1,LOC_0009,LPN_100155,9,2025-01-01 00:00:00
2025-01-01,ITEM_00449,WH1,LOC_0088,LPN_100156,1,2025-01-01 00:00:00
2025-01-01,ITEM_00940,WH1,LOC_0074,LPN_100157,1,2025-01-01 00:00:00
2025-01-01,ITEM_00360,WH1,LOC_0051,LPN_100158,35,2025-01-01 00:00:00
2025-01-01,ITEM_00823,WH1,LOC_0060,LPN_100159,17,2025-01-01 00:00:00
2025-01-01,ITEM_00580,WH1,LOC_0041,LPN_100160,24,2025-01-01 00:00:00
2025-01-01,ITEM_00770,WH1,LOC_0012,LPN_100161,15,2025-01-01 00:00:00
2025-01-01,ITEM_00216,WH1,LOC_0091,LPN_100162,8,2025-01-01 00:00:00
2025-01-01,ITEM_00514,WH1,LOC_0068,LPN_100163,27,2025-01-01 00:00:00
2025-01-01,ITEM_00692,WH1,LOC_0086,LPN_100164,33,2025-01-01 00:00:00
2025-01-01,ITEM_00727,WH1,LOC_0024,LPN_100165,28,2025-01-01 00:00:00
2025-01-01,ITEM_00700,WH1,LOC_0043,LPN_100166,35,2025-01-01 00:00:00
2025-01-01,ITEM_00133,WH1,LOC_0089,LPN_100167,18,2025-01-01 00:00:00
2025-01-01,ITEM_00238,WH1,LOC_0019,LPN_100168,35,2025-01-01 00:00:00
2025-01-01,ITEM_00413,WH1,LOC_0043,LPN_100169,47,2025-01-01 00:00:00
2025-01-01,ITEM_00545,WH1,LOC_0117,LPN_100170,14,2025-01-01 00:00:00
2025-01-01,ITEM_00791,WH1,LOC_0102,LPN_100171,37,2025-01-01 00:00:00
2025-01-01,ITEM_00011,WH1,LOC_0071,LPN_100172,4,2025-01-01 00:00:00
2025-01-01,ITEM_00642,WH1,LOC_0001,LPN_100173,12,2025-01-01 00:00:00
2025-01-01,ITEM_00376,WH1,LOC_0118,LPN_100174,25,2025-01-01 00:00:00
2025-01-01,ITEM_00935,WH1,LOC_0112,LPN_100175,35,2025-01-01 00:00:00
2025-01-01,ITEM_00698,WH1,LOC_0113,LPN_100176,29,2025-01-01 00:00:00
2025-01-01,ITEM_00850,WH1,LOC_0022,LPN_100177,47,2025-01-01 00:00:00
2025-01-01,ITEM_00065,WH1,LOC_0064,LPN_100178,9,2025-01-01 00:00:00
2025-01-01,ITEM_00065,WH1,LOC_0047,LPN_100179,7,2025-01-01 00:00:00
2025-01-01,ITEM_00049,WH1,LOC_0020,LPN_100180,11,2025-01-01 00:00:00
2025-01-01,ITEM_00671,WH1,LOC_0106,LPN_100181,19,2025-01-01 00:00:00
2025-01-01,ITEM_00710,WH1,LOC_0076,LPN_100182,37,2025-01-01 00:00:00
2025-01-01,ITEM_00756,WH1,LOC_0038,LPN_100183,38,2025-01-01 00:00:00
2025-01-01,ITEM_01000,WH1,LOC_0009,LPN_100184,22,2025-01-01 00:00:00
2025-01-01,ITEM_00771,WH1,LOC_0109,LPN_100185,28,2025-01-01 00:00:00
2025-01-01,ITEM_00131,WH1,LOC_0054,LPN_100186,16,2025-01-01 00:00:00
2025-01-01,ITEM_00389,WH1,LOC_0102,LPN_100187,25,2025-01-01 00:00:00
2025-01-01,ITEM_00482,WH1,LOC_0037,LPN_100188,49,2025-01-01 00:00:00
2025-01-01,ITEM_00125,WH1,LOC_0069,LPN_100189,49,2025-01-01 00:00:00
2025-01-01,ITEM_00442,WH1,LOC_0065,LPN_100190,24,2025-01-01 00:00:00
2025-01-01,ITEM_00027,WH1,LOC_0105,LPN_100191,41,2025-01-01 00:00:00
2025-01-01,ITEM_00285,WH1,LOC_0033,LPN_100192,40,2025-01-01 00:00:00
2025-01-01,ITEM_00398,WH1,LOC_0035,LPN_100193,20,2025-01-01 00:00:00
2025-01-01,ITEM_00760,WH1,LOC_0020,LPN_100194,45,2025-01-01 00:00:00
2025-01-01,ITEM_00464,WH1,LOC_0005,LPN_100195,13,2025-01-01 00:00:00
2025-01-01,ITEM_00600,WH1,LOC_0081,LPN_100196,28,2025-01-01 00:00:00
2025-01-01,ITEM_00192,WH1,LOC_0051,LPN_100197,36,2025-01-01 00:00:00
2025-01-01,ITEM_00957,WH1,LOC_0035,LPN_100198,25,2025-01-01 00:00:00
2025-01-01,ITEM_00163,WH1,LOC_0023,LPN_100199,22,2025-01-01 00:00:00
2025-01-01,ITEM_00025,WH1,LOC_0055,LPN_100200,12,2025-01-01 00:00:00
2025-01-01,ITEM_00700,WH1,LOC_0108,LPN_100201,34,2025-01-01 00:00:00
2025-01-01,ITEM_00731,WH1,LOC_0001,LPN_100202,17,2025-01-01 00:00:00
2025-01-01,ITEM_00567,WH1,LOC_0035,LPN_100203,23,2025-01-01 00:00:00
2025-01-01,ITEM_00142,WH1,LOC_0025,LPN_100204,39,2025-01-01 00:00:00
2025-01-01,ITEM_00843,WH1,LOC_0022,LPN_100205,48,2025-01-01 00:00:00
2025-01-01,ITEM_00455,WH1,LOC_0115,LPN_100206,38,2025-01-01 00:00:00
2025-01-01,ITEM_00444,WH1,LOC_0061,LPN_100207,22,2025-01-01 00:00:00
2025-01-01,ITEM_00462,WH1,LOC_0027,LPN_100208,25,2025-01-01 00:00:00
2025-01-01,ITEM_00098,WH1,LOC_0042,LPN_100209,9,2025-01-01 00:00:00
2025-01-01,ITEM_00672,WH1,LOC_0115,LPN_100210,5,2025-01-01 00:00:00
2025-01-01,ITEM_00112,WH1,LOC_0019,LPN_100211,33,2025-01-01 00:00:00
2025-01-01,ITEM_00094,WH1,LOC_0092,LPN_100212,29,2025-01-01 00:00:00
2025-01-01,ITEM_00193,WH1,LOC_0089,LPN_100213,19,2025-01-01 00:00:00
2025-01-01,ITEM_00042,WH1,LOC_0023,LPN_100214,16,2025-01-01 00:00:00
2025-01-01,ITEM_00140,WH1,LOC_0082,LPN_100215,26,2025-01-01 00:00:00
2025-01-01,ITEM_00776,WH1,LOC_0119,LPN_100216,20,2025-01-01 00:00:00
2025-01-01,ITEM_00264,WH1,LOC_0022,LPN_100217,19,2025-01-01 00:00:00
2025-01-01,ITEM_00867,WH1,LOC_0092,LPN_100218,5,2025-01-01 00:00:00
2025-01-01,ITEM_00341,WH1,LOC_0051,LPN_100219,39,2025-01-01 00:00:00
2025-01-01,ITEM_00950,WH1,LOC_0115,LPN_100220,19,2025-01-01 00:00:00
2025-01-01,ITEM_00326,WH1,LOC_0016,LPN_100221,25,2025-01-01 00:00:00
2025-01-01,ITEM_00260,WH1,LOC_0091,LPN_100222,37,2025-01-01 00:00:00
2025-01-01,ITEM_00120,WH1,LOC_0114,LPN_100223,9,2025-01-01 00:00:00
2025-01-01,ITEM_00608,WH1,LOC_0061,LPN_100224,11,2025-01-01 00:00:00
2025-01-01,ITEM_00288,WH1,LOC_0047,LPN_100225,26,2025-01-01 00:00:00
2025-01-01,ITEM_00063,WH1,LOC_0087,LPN_100226,8,2025-01-01 00:00:00
2025-01-01,ITEM_00090,WH1,LOC_0024,LPN_100227,2,2025-01-01 00:00:00
2025-01-01,ITEM_00060,WH1,LOC_0052,LPN_100228,29,2025-01-01 00:00:00
2025-01-01,ITEM_00192,WH1,LOC_0019,LPN_100229,29,2025-01-01 00:00:00
2025-01-01,ITEM_00529,WH1,LOC_0093,LPN_100230,42,2025-01-01 00:00:00
2025-01-01,ITEM_00094,WH1,LOC_0036,LPN_100231,25,2025-01-01 00:00:00
2025-01-01,ITEM_00460,WH1,LOC_0083,LPN_100232,23,2025-01-01 00:00:00
2025-01-01,ITEM_00757,WH1,LOC_0084,LPN_100233,14,2025-01-01 00:00:00
2025-01-01,ITEM_00922,WH1,LOC_0042,LPN_100234,9,2025-01-01 00:00:00
2025-01-01,ITEM_00981,WH1,LOC_0038,LPN_100235,43,2025-01-01 00:00:00
2025-01-01,ITEM_00794,WH1,LOC_0076,LPN_100236,8,2025-01-01 00:00:00
2025-01-01,ITEM_00471,WH1,LOC_0116,LPN_100237,35,2025-01-01 00:00:00
2025-01-01,ITEM_00216,WH1,LOC_0112,LPN_100238,1,2025-01-01 00:00:00
2025-01-01,ITEM_00913,WH1,LOC_0031,LPN_100239,23,2025-01-01 00:00:00
2025-01-01,ITEM_00376,WH1,LOC_0040,LPN_100240,18,2025-01-01 00:00:00
2025-01-01,ITEM_00536,WH1,LOC_0081,LPN_100241,21,2025-01-01 00:00:00
2025-01-01,ITEM_00985,WH1,LOC_0003,LPN_100242,21,2025-01-01 00:00:00
2025-01-01,ITEM_00582,WH1,LOC_0085,LPN_100243,32,2025-01-01 00:00:00
2025-01-01,ITEM_00766,WH1,LOC_0050,LPN_100244,24,2025-01-01 00:00:00
2025-01-01,ITEM_00439,WH1,LOC_0013,LPN_100245,29,2025-01-01 00:00:00
2025-01-01,ITEM_00918,WH1,LOC_0004,LPN_100246,1,2025-01-01 00:00:00
2025-01-01,ITEM_00825,WH1,LOC_0100,LPN_100247,17,2025-01-01 00:00:00
2025-01-01,ITEM_00412,WH1,LOC_0038,LPN_100248,7,2025-01-01 00:00:00
2025-01-01,ITEM_00050,WH1,LOC_0059,LPN_100249,32,2025-01-01 00:00:00
2025-01-01,ITEM_00801,WH1,LOC_0118,LPN_100250,1,2025-01-01 00:00:00
2025-01-01,ITEM_00339,WH1,LOC_0038,LPN_100251,33,2025-01-01 00:00:00
2025-01-01,ITEM_00579,WH1,LOC_0052,LPN_100252,16,2025-01-01 00:00:00
2025-01-01,ITEM_00360,WH1,LOC_0044,LPN_100253,21,2025-01-01 00:00:00
2025-01-01,ITEM_00676,WH1,LOC_0059,LPN_100254,5,2025-01-01 00:00:00
2025-01-01,ITEM_00754,WH1,LOC_0029,LPN_100255,29,2025-01-01 00:00:00
2025-01-01,ITEM_00675,WH1,LOC_0048,LPN_100256,36,2025-01-01 00:00:00
2025-01-01,ITEM_00992,WH1,LOC_0010,LPN_100257,25,2025-01-01 00:00:00
2025-01-01,ITEM_00867,WH1,LOC_0071,LPN_100258,20,2025-01-01 00:00:00
2025-01-01,ITEM_00201,WH1,LOC_0088,LPN_100259,30,2025-01-01 00:00:00
2025-01-01,ITEM_00924,WH1,LOC_0119,LPN_100260,50,2025-01-01 00:00:00
2025-01-01,ITEM_00232,WH1,LOC_0095,LPN_100261,18,2025-01-01 00:00:00
2025-01-01,ITEM_00335,WH1,LOC_0120,LPN_100262,27,2025-01-01 00:00:00
2025-01-01,ITEM_00499,WH1,LOC_0053,LPN_100263,39,2025-01-01 00:00:00
2025-01-01,ITEM_00973,WH1,LOC_0035,LPN_100264,43,2025-01-01 00:00:00
2025-01-01,ITEM_00870,WH1,LOC_0050,LPN_100265,43,2025-01-01 00:00:00
2025-01-01,ITEM_00352,WH1,LOC_0115,LPN_100266,15,2025-01-01 00:00:00
2025-01-01,ITEM_00386,WH1,LOC_0070,LPN_100267,45,2025-01-01 00:00:00
2025-01-01,ITEM_00662,WH1,LOC_0012,LPN_100268,20,2025-01-01 00:00:00
2025-01-01,ITEM_00291,WH1,LOC_0091,LPN_100269,23,2025-01-01 00:00:00
2025-01-01,ITEM_00885,WH1,LOC_0067,LPN_100270,13,2025-01-01 00:00:00
2025-01-01,ITEM_00170,WH1,LOC_0011,LPN_100271,44,2025-01-01 00:00:00
2025-01-01,ITEM_00038,WH1,LOC_0035,LPN_100272,18,2025-01-01 00:00:00
2025-01-01,ITEM_00746,WH1,LOC_0045,LPN_100273,29,2025-01-01 00:00:00
2025-01-01,ITEM_00212,WH1,LOC_0055,LPN_100274,42,2025-01-01 00:00:00
2025-01-01,ITEM_00493,WH1,LOC_0046,LPN_100275,3,2025-01-01 00:00:00
2025-01-01,ITEM_00530,WH1,LOC_0092,LPN_100276,21,2025-01-01 00:00:00
2025-01-01,ITEM_00306,WH1,LOC_0086,LPN_100277,45,2025-01-01 00:00:00
2025-01-01,ITEM_00334,WH1,LOC_0002,LPN_100278,46,2025-01-01 00:00:00
2025-01-01,ITEM_00006,WH1,LOC_0072,LPN_100279,4,2025-01-01 00:00:00
2025-01-01,ITEM_00263,WH1,LOC_0033,LPN_100280,13,2025-01-01 00:00:00
2025-01-01,ITEM_00538,WH1,LOC_0033,LPN_100281,19,2025-01-01 00:00:00
2025-01-01,ITEM_00445,WH1,LOC_0118,LPN_100282,17,2025-01-01 00:00:00
2025-01-01,ITEM_00037,WH1,LOC_0053,LPN_100283,43,2025-01-01 00:00:00
2025-01-01,ITEM_00447,WH1,LOC_0044,LPN_100284,36,2025-01-01 00:00:00
2025-01-01,ITEM_00557,WH1,LOC_0056,LPN_100285,4,2025-01-01 00:00:00
2025-01-01,ITEM_00190,WH1,LOC_0078,LPN_100286,41,2025-01-01 00:00:00
2025-01-01,ITEM_00528,WH1,LOC_0051,LPN_100287,43,2025-01-01 00:00:00
2025-01-01,ITEM_00082,WH1,LOC_0080,LPN_100288,48,2025-01-01 00:00:00
