snapshot_date,item_id,warehouse_id,location_id,lpn_id,quantity_on_hand,last_updated_ts,anomaly_type
2025-01-01,ITEM_00022,WH1,LOC_0081,LPN_EOD_0022_1,811,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00022,WH1,LOC_0023,LPN_EOD_0022_2,858,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00022,WH1,LOC_0077,LPN_EOD_0022_3,831,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00022,WH1,LOC_0011,LPN_EOD_0022_4,876,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00023,WH1,LOC_0092,LPN_EOD_0023_0,1157,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00023,WH1,LOC_0120,LPN_EOD_0023_1,1116,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00023,WH1,LOC_0015,LPN_EOD_0023_2,1184,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00023,WH1,LOC_0117,LPN_EOD_0023_3,1134,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00024,WH1,LOC_0016,LPN_EOD_0024_0,2730,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00025,WH1,LOC_0023,LPN_EOD_0025_0,861,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00025,WH1,LOC_0052,LPN_EOD_0025_1,795,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00025,WH1,LOC_0092,LPN_EOD_0025_2,872,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00025,WH1,LOC_0105,LPN_EOD_0025_3,812,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00025,WH1,LOC_0018,LPN_EOD_0025_4,786,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00026,WH1,LOC_0089,LPN_EOD_0026_0,815,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00026,WH1,LOC_0007,LPN_EOD_0026_1,867,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00026,WH1,LOC_0103,LPN_EOD_0026_2,875,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00026,WH1,LOC_0049,LPN_EOD_0026_3,858,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00026,WH1,LOC_0017,LPN_EOD_0026_4,821,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00027,WH1,LOC_0090,LPN_EOD_0027_0,5150,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00028,WH1,LOC_0026,LPN_EOD_0028_0,824,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00028,WH1,LOC_0041,LPN_EOD_0028_1,872,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00028,WH1,LOC_0050,LPN_EOD_0028_2,880,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00028,WH1,LOC_0079,LPN_EOD_0028_3,875,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00029,WH1,LOC_0119,LPN_EOD_0029_0,960,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00029,WH1,LOC_0115,LPN_EOD_0029_1,979,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00029,WH1,LOC_0017,LPN_EOD_0029_2,1006,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00029,WH1,LOC_0070,LPN_EOD_0029_3,985,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00030,WH1,LOC_0005,LPN_EOD_0030_0,5110,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00031,WH1,LOC_0114,LPN_EOD_0031_0,1988,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00031,WH1,LOC_0051,LPN_EOD_0031_1,2025,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00032,WH1,LOC_0036,LPN_EOD_0032_0,1415,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00032,WH1,LOC_0093,LPN_EOD_0032_1,1475,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00032,WH1,LOC_0009,LPN_EOD_0032_2,1387,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00033,WH1,LOC_0103,LPN_EOD_0033_0,1070,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00033,WH1,LOC_0005,LPN_EOD_0033_1,1094,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00033,WH1,LOC_0111,LPN_EOD_0033_2,1114,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00033,WH1,LOC_0057,LPN_EOD_0033_3,1125,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00034,WH1,LOC_0108,LPN_EOD_0034_0,1254,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00034,WH1,LOC_0070,LPN_EOD_0034_1,1311,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00034,WH1,LOC_0032,LPN_EOD_0034_2,1310,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00035,WH1,LOC_0086,LPN_EOD_0035_0,2606,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00035,WH1,LOC_0006,LPN_EOD_0035_1,2707,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00036,WH1,LOC_0005,LPN_EOD_0036_0,4724,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00037,WH1,LOC_0087,LPN_EOD_0037_0,1530,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00037,WH1,LOC_0043,LPN_EOD_0037_1,1570,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00037,WH1,LOC_0095,LPN_EOD_0037_2,1466,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00038,WH1,LOC_0096,LPN_EOD_0038_0,1306,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00038,WH1,LOC_0026,LPN_EOD_0038_1,1230,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00038,WH1,LOC_0111,LPN_EOD_0038_2,1266,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00039,WH1,LOC_0045,LPN_EOD_0039_0,941,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00039,WH1,LOC_0046,LPN_EOD_0039_1,954,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00039,WH1,LOC_0048,LPN_EOD_0039_2,894,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00039,WH1,LOC_0014,LPN_EOD_0039_3,937,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00040,WH1,LOC_0049,LPN_EOD_0040_0,1773,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00040,WH1,LOC_0046,LPN_EOD_0040_1,1789,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00041,WH1,LOC_0102,LPN_EOD_0041_0,739,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00041,WH1,LOC_0024,LPN_EOD_0041_1,816,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00041,WH1,LOC_0064,LPN_EOD_0041_2,745,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00041,WH1,LOC_0009,LPN_EOD_0041_3,854,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00041,WH1,LOC_0114,LPN_EOD_0041_4,837,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00042,WH1,LOC_0013,LPN_EOD_0042_0,2511,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00042,WH1,LOC_0022,LPN_EOD_0042_1,2518,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00043,WH1,LOC_0042,LPN_EOD_0043_0,4606,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00044,WH1,LOC_0031,LPN_EOD_0044_0,711,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00044,WH1,LOC_0037,LPN_EOD_0044_1,722,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00044,WH1,LOC_0080,LPN_EOD_0044_2,710,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00044,WH1,LOC_0003,LPN_EOD_0044_3,790,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00045,WH1,LOC_0031,LPN_EOD_0045_0,1834,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00045,WH1,LOC_0102,LPN_EOD_0045_1,1807,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00046,WH1,LOC_0069,LPN_EOD_0046_0,5850,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00047,WH1,LOC_0073,LPN_EOD_0047_0,644,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00047,WH1,LOC_0024,LPN_EOD_0047_1,701,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00047,WH1,LOC_0002,LPN_EOD_0047_2,633,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00047,WH1,LOC_0017,LPN_EOD_0047_3,651,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00048,WH1,LOC_0068,LPN_EOD_0048_0,2935,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00048,WH1,LOC_0070,LPN_EOD_0048_1,3095,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00049,WH1,LOC_0050,LPN_EOD_0049_0,2487,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00049,WH1,LOC_0071,LPN_EOD_0049_1,2372,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00050,WH1,LOC_0023,LPN_EOD_0050_0,1746,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00050,WH1,LOC_0024,LPN_EOD_0050_1,1747,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00051,WH1,LOC_0085,LPN_EOD_0051_0,916,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00051,WH1,LOC_0118,LPN_EOD_0051_1,883,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00051,WH1,LOC_0091,LPN_EOD_0051_2,853,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00051,WH1,LOC_0082,LPN_EOD_0051_3,787,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00052,WH1,LOC_0046,LPN_EOD_0052_0,5581,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00053,WH1,LOC_0026,LPN_EOD_0053_0,3236,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00054,WH1,LOC_0062,LPN_EOD_0054_0,575,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00054,WH1,LOC_0004,LPN_EOD_0054_1,561,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00054,WH1,LOC_0015,LPN_EOD_0054_2,585,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00054,WH1,LOC_0099,LPN_EOD_0054_3,573,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00054,WH1,LOC_0004,LPN_EOD_0054_4,553,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00055,WH1,LOC_0057,LPN_EOD_0055_0,1725,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00055,WH1,LOC_0090,LPN_EOD_0055_1,1809,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00056,WH1,LOC_0052,LPN_EOD_0056_0,2130,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00056,WH1,LOC_0069,LPN_EOD_0056_1,2160,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00057,WH1,LOC_0066,LPN_EOD_0057_0,1310,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00057,WH1,LOC_0043,LPN_EOD_0057_1,1161,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00057,WH1,LOC_0043,LPN_EOD_0057_2,1240,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00057,WH1,LOC_0002,LPN_EOD_0057_3,1282,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00058,WH1,LOC_0067,LPN_EOD_0058_0,1931,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00058,WH1,LOC_0059,LPN_EOD_0058_1,1992,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00059,WH1,LOC_0011,LPN_EOD_0059_0,4348,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00060,WH1,LOC_0080,LPN_EOD_0060_0,1296,2025-01-01 23:59:59,OVER_RECEIPT
2025-01-01,ITEM_00060,WH1,LOC_0082,LPN_EOD_0060_1,1346,2025-01-01 23:59:59,OVER_RECEIPT
2025-01-01,ITEM_00060,WH1,LOC_0096,LPN_EOD_0060_2,1276,2025-01-01 23:59:59,OVER_RECEIPT
2025-01-01,ITEM_00060,WH1,LOC_0120,LPN_EOD_0060_3,1320,2025-01-01 23:59:59,OVER_RECEIPT
2025-01-01,ITEM_00061,WH1,LOC_0066,LPN_EOD_0061_0,2723,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00061,WH1,LOC_0115,LPN_EOD_0061_1,2762,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00062,WH1,LOC_0025,LPN_EOD_0062_0,3886,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00063,WH1,LOC_0035,LPN_EOD_0063_0,1164,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00063,WH1,LOC_0032,LPN_EOD_0063_1,1129,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00063,WH1,LOC_0049,LPN_EOD_0063_2,1109,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00063,WH1,LOC_0087,LPN_EOD_0063_3,1086,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00064,WH1,LOC_0104,LPN_EOD_0064_0,1005,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00064,WH1,LOC_0052,LPN_EOD_0064_1,943,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00064,WH1,LOC_0089,LPN_EOD_0064_2,1005,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00064,WH1,LOC_0054,LPN_EOD_0064_3,934,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00065,WH1,LOC_0082,LPN_EOD_0065_0,4452,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00066,WH1,LOC_0030,LPN_EOD_0066_0,1863,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00066,WH1,LOC_0080,LPN_EOD_0066_1,1891,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00067,WH1,LOC_0005,LPN_EOD_0067_0,1663,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00067,WH1,LOC_0115,LPN_EOD_0067_1,1657,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00068,WH1,LOC_0062,LPN_EOD_0068_0,1308,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00068,WH1,LOC_0107,LPN_EOD_0068_1,1280,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00068,WH1,LOC_0106,LPN_EOD_0068_2,1315,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00068,WH1,LOC_0038,LPN_EOD_0068_3,1348,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00069,WH1,LOC_0043,LPN_EOD_0069_0,817,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00069,WH1,LOC_0112,LPN_EOD_0069_1,843,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00069,WH1,LOC_0037,LPN_EOD_0069_2,868,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00069,WH1,LOC_0096,LPN_EOD_0069_3,807,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00070,WH1,LOC_0072,LPN_EOD_0070_0,1056,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00070,WH1,LOC_0030,LPN_EOD_0070_1,1019,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00070,WH1,LOC_0030,LPN_EOD_0070_2,983,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00071,WH1,LOC_0108,LPN_EOD_0071_0,756,2025-01-01 23:59:59,LOST_INVENTORY
2025-01-01,ITEM_00071,WH1,LOC_0042,LPN_EOD_0071_1,817,2025-01-01 23:59:59,LOST_INVENTORY
2025-01-01,ITEM_00071,WH1,LOC_0017,LPN_EOD_0071_2,751,2025-01-01 23:59:59,LOST_INVENTORY
2025-01-01,ITEM_00071,WH1,LOC_0024,LPN_EOD_0071_3,776,2025-01-01 23:59:59,LOST_INVENTORY
2025-01-01,ITEM_00071,WH1,LOC_0072,LPN_EOD_0071_4,745,2025-01-01 23:59:59,LOST_INVENTORY
2025-01-01,ITEM_00072,WH1,LOC_0012,LPN_EOD_0072_0,1334,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00072,WH1,LOC_0054,LPN_EOD_0072_1,1316,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00072,WH1,LOC_0091,LPN_EOD_0072_2,1286,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00073,WH1,LOC_0015,LPN_EOD_0073_0,1017,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00073,WH1,LOC_0023,LPN_EOD_0073_1,1000,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00073,WH1,LOC_0045,LPN_EOD_0073_2,974,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00073,WH1,LOC_0097,LPN_EOD_0073_3,988,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00074,WH1,LOC_0011,LPN_EOD_0074_0,824,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00074,WH1,LOC_0005,LPN_EOD_0074_1,870,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00074,WH1,LOC_0019,LPN_EOD_0074_2,829,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00074,WH1,LOC_0013,LPN_EOD_0074_3,830,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00075,WH1,LOC_0092,LPN_EOD_0075_0,5019,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00076,WH1,LOC_0010,LPN_EOD_0076_0,1300,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00076,WH1,LOC_0101,LPN_EOD_0076_1,1333,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00077,WH1,LOC_0083,LPN_EOD_0077_0,1810,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00077,WH1,LOC_0009,LPN_EOD_0077_1,1670,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00077,WH1,LOC_0100,LPN_EOD_0077_2,1815,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00078,WH1,LOC_0037,LPN_EOD_0078_0,876,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00078,WH1,LOC_0086,LPN_EOD_0078_1,864,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00078,WH1,LOC_0012,LPN_EOD_0078_2,830,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00078,WH1,LOC_0093,LPN_EOD_0078_3,859,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00079,WH1,LOC_0002,LPN_EOD_0079_0,1276,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00079,WH1,LOC_0031,LPN_EOD_0079_1,1293,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00079,WH1,LOC_0096,LPN_EOD_0079_2,1253,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00079,WH1,LOC_0027,LPN_EOD_0079_3,1254,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00080,WH1,LOC_0097,LPN_EOD_0080_0,1262,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00080,WH1,LOC_0011,LPN_EOD_0080_1,1295,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00080,WH1,LOC_0063,LPN_EOD_0080_2,1284,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00080,WH1,LOC_0118,LPN_EOD_0080_3,1328,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00081,WH1,LOC_0029,LPN_EOD_0081_0,2312,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00081,WH1,LOC_0030,LPN_EOD_0081_1,2214,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00081,WH1,LOC_0097,LPN_EOD_0081_2,2134,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00082,WH1,LOC_0052,LPN_EOD_0082_0,1198,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00082,WH1,LOC_0039,LPN_EOD_0082_1,1219,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00082,WH1,LOC_0047,LPN_EOD_0082_2,1168,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00083,WH1,LOC_0011,LPN_EOD_0083_0,818,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00083,WH1,LOC_0087,LPN_EOD_0083_1,808,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00083,WH1,LOC_0059,LPN_EOD_0083_2,768,2025-01-01 23:59:59,NONE
2025-01-01,ITEM_00083,WH1,LOC_0057,LPN_EOD_0083_3,798,2025-01-01 23:59:59,NONE
