business_date,item_id,warehouse_id,on_hand_qty
2025-01-01,ITEM_00342,WH1,146
2025-01-01,ITEM_00343,WH1,358
2025-01-01,ITEM_00344,WH1,168
2025-01-01,ITEM_00345,WH1,353
2025-01-01,ITEM_00346,WH1,300
2025-01-01,ITEM_00347,WH1,98
2025-01-01,ITEM_00348,WH1,297
2025-01-01,ITEM_00349,WH1,286
2025-01-01,ITEM_00350,WH1,289
2025-01-01,ITEM_00351,WH1,328
2025-01-01,ITEM_00352,WH1,583
2025-01-01,ITEM_00353,WH1,114
2025-01-01,ITEM_00354,WH1,466
2025-01-01,ITEM_00355,WH1,324
2025-01-01,ITEM_00356,WH1,324
2025-01-01,ITEM_00357,WH1,173
2025-01-01,ITEM_00358,WH1,216
2025-01-01,ITEM_00359,WH1,405
2025-01-01,ITEM_00360,WH1,268
2025-01-01,ITEM_00361,WH1,40
2025-01-01,ITEM_00362,WH1,287
2025-01-01,ITEM_00363,WH1,180
2025-01-01,ITEM_00364,WH1,65
2025-01-01,ITEM_00365,WH1,245
2025-01-01,ITEM_00366,WH1,290
2025-01-01,ITEM_00367,WH1,332
2025-01-01,ITEM_00368,WH1,312
2025-01-01,ITEM_00369,WH1,510
2025-01-01,ITEM_00370,WH1,190
2025-01-01,ITEM_00371,WH1,244
2025-01-01,ITEM_00372,WH1,382
2025-01-01,ITEM_00373,WH1,0
2025-01-01,ITEM_00374,WH1,531
2025-01-01,ITEM_00375,WH1,268
2025-01-01,ITEM_00376,WH1,405
2025-01-01,ITEM_00377,WH1,230
2025-01-01,ITEM_00378,WH1,382
2025-01-01,ITEM_00379,WH1,284
2025-01-01,ITEM_00380,WH1,185
2025-01-01,ITEM_00381,WH1,434
2025-01-01,ITEM_00382,WH1,500
2025-01-01,ITEM_00383,WH1,416
2025-01-01,ITEM_00384,WH1,256
2025-01-01,ITEM_00385,WH1,21
2025-01-01,ITEM_00386,WH1,305
2025-01-01,ITEM_00387,WH1,291
2025-01-01,ITEM_00388,WH1,437
2025-01-01,ITEM_00389,WH1,391
2025-01-01,ITEM_00390,WH1,576
2025-01-01,ITEM_00391,WH1,318
2025-01-01,ITEM_00392,WH1,455
2025-01-01,ITEM_00393,WH1,302
2025-01-01,ITEM_00394,WH1,130
2025-01-01,ITEM_00395,WH1,373
2025-01-01,ITEM_00396,WH1,489
2025-01-01,ITEM_00397,WH1,207
2025-01-01,ITEM_00398,WH1,309
2025-01-01,ITEM_00399,WH1,192
2025-01-01,ITEM_00400,WH1,237
2025-01-01,ITEM_00401,WH1,102
2025-01-01,ITEM_00402,WH1,250
2025-01-01,ITEM_00403,WH1,237
2025-01-01,ITEM_00404,WH1,492
2025-01-01,ITEM_00405,WH1,245
2025-01-01,ITEM_00406,WH1,292
2025-01-01,ITEM_00407,WH1,374
2025-01-01,ITEM_00408,WH1,335
2025-01-01,ITEM_00409,WH1,131
2025-01-01,ITEM_00410,WH1,32
2025-01-01,ITEM_00411,WH1,155
2025-01-01,ITEM_00412,WH1,149
2025-01-01,ITEM_00413,WH1,291
2025-01-01,ITEM_00414,WH1,234
2025-01-01,ITEM_00415,WH1,379
2025-01-01,ITEM_00416,WH1,113
2025-01-01,ITEM_00417,WH1,404
2025-01-01,ITEM_00418,WH1,202
2025-01-01,ITEM_00419,WH1,450
2025-01-01,ITEM_00420,WH1,20
2025-01-01,ITEM_00421,WH1,636
2025-01-01,ITEM_00422,WH1,126
2025-01-01,ITEM_00423,WH1,382
2025-01-01,ITEM_00424,WH1,377
2025-01-01,ITEM_00425,WH1,603
2025-01-01,ITEM_00426,WH1,368
2025-01-01,ITEM_00427,WH1,309
2025-01-01,ITEM_00428,WH1,213
2025-01-01,ITEM_00429,WH1,377
2025-01-01,ITEM_00430,WH1,335
2025-01-01,ITEM_00431,WH1,421
2025-01-01,ITEM_00432,WH1,221
2025-01-01,ITEM_00433,WH1,454
2025-01-01,ITEM_00434,WH1,215
2025-01-01,ITEM_00435,WH1,76
2025-01-01,ITEM_00436,WH1,133
2025-01-01,ITEM_00437,WH1,447
2025-01-01,ITEM_00438,WH1,349
2025-01-01,ITEM_00439,WH1,388
2025-01-01,ITEM_00440,WH1,299
2025-01-01,ITEM_00441,WH1,5
2025-01-01,ITEM_00442,WH1,442
2025-01-01,ITEM_00443,WH1,209
2025-01-01,ITEM_00444,WH1,329
2025-01-01,ITEM_00445,WH1,472
2025-01-01,ITEM_00446,WH1,40
2025-01-01,ITEM_00447,WH1,248
2025-01-01,ITEM_00448,WH1,517
2025-01-01,ITEM_00449,WH1,229
2025-01-01,ITEM_00450,WH1,121
2025-01-01,ITEM_00451,WH1,59
2025-01-01,ITEM_00452,WH1,387
2025-01-01,ITEM_00453,WH1,337
2025-01-01,ITEM_00454,WH1,354
2025-01-01,ITEM_00455,WH1,69
2025-01-01,ITEM_00456,WH1,452
2025-01-01,ITEM_00457,WH1,16
2025-01-01,ITEM_00458,WH1,304
2025-01-01,ITEM_00459,WH1,450
2025-01-01,ITEM_00460,WH1,220
2025-01-01,ITEM_00461,WH1,0
2025-01-01,ITEM_00462,WH1,186
2025-01-01,ITEM_00463,WH1,202
2025-01-01,ITEM_00464,WH1,383
2025-01-01,ITEM_00465,WH1,431
2025-01-01,ITEM_00466,WH1,381
2025-01-01,ITEM_00467,WH1,432
2025-01-01,ITEM_00468,WH1,115
2025-01-01,ITEM_00469,WH1,271
2025-01-01,ITEM_00470,WH1,250
2025-01-01,ITEM_00471,WH1,344
2025-01-01,ITEM_00472,WH1,340
2025-01-01,ITEM_00473,WH1,326
2025-01-01,ITEM_00474,WH1,406
2025-01-01,ITEM_00475,WH1,349
2025-01-01,ITEM_00476,WH1,390
2025-01-01,ITEM_00477,WH1,487
2025-01-01,ITEM_00478,WH1,406
2025-01-01,ITEM_00479,WH1,245
2025-01-01,ITEM_00480,WH1,405
2025-01-01,ITEM_00481,WH1,572
2025-01-01,ITEM_00482,WH1,379
2025-01-01,ITEM_00483,WH1,179
2025-01-01,ITEM_00484,WH1,360
2025-01-01,ITEM_00485,WH1,487
2025-01-01,ITEM_00486,WH1,109
2025-01-01,ITEM_00487,WH1,13
2025-01-01,ITEM_00488,WH1,456
2025-01-01,ITEM_00489,WH1,226
2025-01-01,ITEM_00490,WH1,227
2025-01-01,ITEM_00491,WH1,436
2025-01-01,ITEM_00492,WH1,396
2025-01-01,ITEM_00493,WH1,259
2025-01-01,ITEM_00494,WH1,393
2025-01-01,ITEM_00495,WH1,184
2025-01-01,ITEM_00496,WH1,488
2025-01-01,ITEM_00497,WH1,602
2025-01-01,ITEM_00498,WH1,142
2025-01-01,ITEM_00499,WH1,287
2025-01-01,ITEM_00500,WH1,330
2025-01-02,ITEM_00001,WH1,163
2025-01-02,ITEM_00002,WH1,309
2025-01-02,ITEM_00003,WH1,521
2025-01-02,ITEM_00004,WH1,2
2025-01-02,ITEM_00005,WH1,253
2025-01-02,ITEM_00006,WH1,520
2025-01-02,ITEM_00007,WH1,247
2025-01-02,ITEM_00008,WH1,311
2025-01-02,ITEM_00009,WH1,136
2025-01-02,ITEM_00010,WH1,535
2025-01-02,ITEM_00011,WH1,274
2025-01-02,ITEM_00012,WH1,311
2025-01-02,ITEM_00013,WH1,270
2025-01-02,ITEM_00014,WH1,302
2025-01-02,ITEM_00015,WH1,250
2025-01-02,ITEM_00016,WH1,328
2025-01-02,ITEM_00017,WH1,390
2025-01-02,ITEM_00018,WH1,66
2025-01-02,ITEM_00019,WH1,473
2025-01-02,ITEM_00020,WH1,276
2025-01-02,ITEM_00021,WH1,313
2025-01-02,ITEM_00022,WH1,630
2025-01-02,ITEM_00023,WH1,342
2025-01-02,ITEM_00024,WH1,328
2025-01-02,ITEM_00025,WH1,361
2025-01-02,ITEM_00026,WH1,195
2025-01-02,ITEM_00027,WH1,332
2025-01-02,ITEM_00028,WH1,65
2025-01-02,ITEM_00029,WH1,418
2025-01-02,ITEM_00030,WH1,267
2025-01-02,ITEM_00031,WH1,369
2025-01-02,ITEM_00032,WH1,377
2025-01-02,ITEM_00033,WH1,239
2025-01-02,ITEM_00034,WH1,143
2025-01-02,ITEM_00035,WH1,376
2025-01-02,ITEM_00036,WH1,28
2025-01-02,ITEM_00037,WH1,279
2025-01-02,ITEM_00038,WH1,169
2025-01-02,ITEM_00039,WH1,557
2025-01-02,ITEM_00040,WH1,279
2025-01-02,ITEM_00041,WH1,406
2025-01-02,ITEM_00042,WH1,167
2025-01-02,ITEM_00043,WH1,611
2025-01-02,ITEM_00044,WH1,141
2025-01-02,ITEM_00045,WH1,253
2025-01-02,ITEM_00046,WH1,421
2025-01-02,ITEM_00047,WH1,324
2025-01-02,ITEM_00048,WH1,257
2025-01-02,ITEM_00049,WH1,203
2025-01-02,ITEM_00050,WH1,408
2025-01-02,ITEM_00051,WH1,442
2025-01-02,ITEM_00052,WH1,266
2025-01-02,ITEM_00053,WH1,179
2025-01-02,ITEM_00054,WH1,398
2025-01-02,ITEM_00055,WH1,296
2025-01-02,ITEM_00056,WH1,515
2025-01-02,ITEM_00057,WH1,239
2025-01-02,ITEM_00058,WH1,133
2025-01-02,ITEM_00059,WH1,469
2025-01-02,ITEM_00060,WH1,134
2025-01-02,ITEM_00061,WH1,238
2025-01-02,ITEM_00062,WH1,385
2025-01-02,ITEM_00063,WH1,194
2025-01-02,ITEM_00064,WH1,432
2025-01-02,ITEM_00065,WH1,389
2025-01-02,ITEM_00066,WH1,380
2025-01-02,ITEM_00067,WH1,66
2025-01-02,ITEM_00068,WH1,95
2025-01-02,ITEM_00069,WH1,384
2025-01-02,ITEM_00070,WH1,141
2025-01-02,ITEM_00071,WH1,108
2025-01-02,ITEM_00072,WH1,70
2025-01-02,ITEM_00073,WH1,612
2025-01-02,ITEM_00074,WH1,83
2025-01-02,ITEM_00075,WH1,467
2025-01-02,ITEM_00076,WH1,106
2025-01-02,ITEM_00077,WH1,257
2025-01-02,ITEM_00078,WH1,351
2025-01-02,ITEM_00079,WH1,475
2025-01-02,ITEM_00080,WH1,539
2025-01-02,ITEM_00081,WH1,258
2025-01-02,ITEM_00082,WH1,311
2025-01-02,ITEM_00083,WH1,293
2025-01-02,ITEM_00084,WH1,189
2025-01-02,ITEM_00085,WH1,302
2025-01-02,ITEM_00086,WH1,167
2025-01-02,ITEM_00087,WH1,403
2025-01-02,ITEM_00088,WH1,398
2025-01-02,ITEM_00089,WH1,251
2025-01-02,ITEM_00090,WH1,185
2025-01-02,ITEM_00091,WH1,358
2025-01-02,ITEM_00092,WH1,0
2025-01-02,ITEM_00093,WH1,257
2025-01-02,ITEM_00094,WH1,459
2025-01-02,ITEM_00095,WH1,313
2025-01-02,ITEM_00096,WH1,361
2025-01-02,ITEM_00097,WH1,56
2025-01-02,ITEM_00098,WH1,343
2025-01-02,ITEM_00099,WH1,317
2025-01-02,ITEM_00100,WH1,483
2025-01-02,ITEM_00101,WH1,467
2025-01-02,ITEM_00102,WH1,261
2025-01-02,ITEM_00103,WH1,502
2025-01-02,ITEM_00104,WH1,438
2025-01-02,ITEM_00105,WH1,112
2025-01-02,ITEM_00106,WH1,0
2025-01-02,ITEM_00107,WH1,337
2025-01-02,ITEM_00108,WH1,262
2025-01-02,ITEM_00109,WH1,407
2025-01-02,ITEM_00110,WH1,403
2025-01-02,ITEM_00111,WH1,421
2025-01-02,ITEM_00112,WH1,277
2025-01-02,ITEM_00113,WH1,26
2025-01-02,ITEM_00114,WH1,132
2025-01-02,ITEM_00115,WH1,270
2025-01-02,ITEM_00116,WH1,227
2025-01-02,ITEM_00117,WH1,366
2025-01-02,ITEM_00118,WH1,361
2025-01-02,ITEM_00119,WH1,395
2025-01-02,ITEM_00120,WH1,455
2025-01-02,ITEM_00121,WH1,32
2025-01-02,ITEM_00122,WH1,204
2025-01-02,ITEM_00123,WH1,330
2025-01-02,ITEM_00124,WH1,541
2025-01-02,ITEM_00125,WH1,362
2025-01-02,ITEM_00126,WH1,103
2025-01-02,ITEM_00127,WH1,580
2025-01-02,ITEM_00128,WH1,501
2025-01-02,ITEM_00129,WH1,536
2025-01-02,ITEM_00130,WH1,422
2025-01-02,ITEM_00131,WH1,512
2025-01-02,ITEM_00132,WH1,298
2025-01-02,ITEM_00133,WH1,282
2025-01-02,ITEM_00134,WH1,201
2025-01-02,ITEM_00135,WH1,218
2025-01-02,ITEM_00136,WH1,206
2025-01-02,ITEM_00137,WH1,588
2025-01-02,ITEM_00138,WH1,307
2025-01-02,ITEM_00139,WH1,319
2025-01-02,ITEM_00140,WH1,268
2025-01-02,ITEM_00141,WH1,434
2025-01-02,ITEM_00142,WH1,176
2025-01-02,ITEM_00143,WH1,370
2025-01-02,ITEM_00144,WH1,144
2025-01-02,ITEM_00145,WH1,81
2025-01-02,ITEM_00146,WH1,98
2025-01-02,ITEM_00147,WH1,396
2025-01-02,ITEM_00148,WH1,430
2025-01-02,ITEM_00149,WH1,178
2025-01-02,ITEM_00150,WH1,335
2025-01-02,ITEM_00151,WH1,293
2025-01-02,ITEM_00152,WH1,542
2025-01-02,ITEM_00153,WH1,461
2025-01-02,ITEM_00154,WH1,321
2025-01-02,ITEM_00155,WH1,470
2025-01-02,ITEM_00156,WH1,472
2025-01-02,ITEM_00157,WH1,157
2025-01-02,ITEM_00158,WH1,423
2025-01-02,ITEM_00159,WH1,465
2025-01-02,ITEM_00160,WH1,477
2025-01-02,ITEM_00161,WH1,429
2025-01-02,ITEM_00162,WH1,203
2025-01-02,ITEM_00163,WH1,416
2025-01-02,ITEM_00164,WH1,412
